Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
C9200-24T,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200-24P,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200-24PB,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200-24PXG,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200-48T,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200-48P,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200-48PL,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200-48PB,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200-48PXG,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200L-24T-4G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200L-24P-4G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200L-48T-4G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200L-48P-4G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200L-48PL-4G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200L-24T-4X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200L-24P-4X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200L-48T-4X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200L-48P-4X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200L-48PL-4X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200L-24PXG-4X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200L-48PXG-4X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200L-24PXG-2Y,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200L-48PXG-2Y,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200CX-12T-2X2G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200CX-12P-2X2G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200CX-8P-2X2G,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200CX-8UXG-2X,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200CX-12P-2XGH,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200CX-8P-2XGH,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200CX-8UXG-2XH,,condition,Funktionsattribut,Wertliste,Deutsch,new
C9200CX-8PT-2G,,condition,Funktionsattribut,Wertliste,Deutsch,new
