Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
WS-C3560-24TS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560-24TS-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560-48TS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560-48TS-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560-24PS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560-24PS-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560-48PS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560-48PS-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560G-24TS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560G-24TS-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560G-48TS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560G-48TS-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560G-24PS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560G-24PS-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560G-48PS-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560G-48PS-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
