Artikelnummer;Artikelname;Kurzbeschreibung;Beschreibung;URL-Pfad;Artikelgewicht;Versandgewicht;HAN;Hersteller;Versandklasse;Verkaufseinheit;Titel-Tag (SEO);Meta-Description (SEO);Kategorie Ebene 1;Kategorie Ebene 2;Kategorie Ebene 3;Überverkauf Plattform Hexwaren;Bestandsführung aktiv;Überverkäufe möglich
WS-C3560-24TS-S;Cisco WS-C3560-24TS-S Catalyst 3560 gemanagter L3-Access-Switch (24× 10/100, 2× SFP (GbE)-Uplinks, IP Base, 1 HE);"<p>Der Cisco WS-C3560-24TS-S ist ein gemanagter Layer-3-Access-Switch der Catalyst-3560-Serie: 24× 10/100, 2× SFP (GbE)-Uplinks, 32 Gbit/s, 6,5 Mpps, Image IP Base, ohne PoE unter klassisches Cisco IOS (nicht IOS-XE).</p><p>1-HE-Gerät, internes Netzteil. Abgekündigt (End-of-Sale 2013); ungebrauchte Original-Hardware. Mit einer Switching-Kapazität von 32 Gbit/s und einer Weiterleitungsrate von 6,5 Mpps ist der WS-C3560-24TS-S auf hohe Portdichten ausgelegt.</p>";"<p>Der Cisco WS-C3560-24TS-S ist ein gemanagter Layer-3-Access-Switch der ursprünglichen Catalyst-3560-Serie – ein festes 1-HE-Gerät mit 24× 10/100 und 2× SFP (GbE)-Uplinks für den Enterprise- und Campus-Zugang.</p><p>Der WS-C3560-24TS-S liefert 32 Gbit/s Switching-Bandbreite und 6,5 Mpps Durchsatz (64-Byte-Pakete), führt hardwarebasiertes IP-Routing (CEF) im Software-Image IP Base aus – IP Base (SMI): statisches Routing, RIP und Inter-VLAN-Routing – und unterstützt reinen Datenbetrieb ohne PoE. Betrieben wird der WS-C3560-24TS-S unter klassisches Cisco IOS (nicht IOS-XE); Stacking ist nicht vorgesehen.</p><p>Im 19-Zoll-Rack (1 HE) arbeitet der WS-C3560-24TS-S mit internem AC-Netzteil (optionale externe Redundanz über Cisco RPS 675) und aktiver Lüftung im Bereich 0 bis 45 °C. Der WS-C3560-24TS-S ist ein abgekündigtes Modell (End-of-Sale 2013); als ungebrauchte Original-Hardware bleibt der WS-C3560-24TS-S für Ersatz und Bestandserweiterung im Campus-Access verfügbar. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/ws-c3560-24ts-s;3,90;6,40;WS-C3560-24TS-S;Cisco;standard;Stk;Cisco WS-C3560-24TS-S Catalyst 3560 L3 IP Base | Hexwaren;Original Cisco WS-C3560-24TS-S (Catalyst 3560): gemanagter L3-Access-Switch, 24× 10/100, 2× SFP (GbE)-Uplinks, 32 Gbit/s, Image IP Base, klassisches Cisco IOS. Abgekündigt, neuwertig.;Netzwerk & Infrastruktur;Switches;Cisco Catalyst 3560 Switches;TRUE;Y;Y
WS-C3560-24TS-E;Cisco WS-C3560-24TS-E Catalyst 3560 gemanagter L3-Access-Switch (24× 10/100, 2× SFP (GbE)-Uplinks, IP Services, 1 HE);"<p>Der Cisco WS-C3560-24TS-E ist ein gemanagter Layer-3-Access-Switch der Catalyst-3560-Serie: 24× 10/100, 2× SFP (GbE)-Uplinks, 32 Gbit/s, 6,5 Mpps, Image IP Services, ohne PoE unter klassisches Cisco IOS (nicht IOS-XE).</p><p>1-HE-Gerät, internes Netzteil. Abgekündigt (End-of-Sale 2013); ungebrauchte Original-Hardware. Mit einer Switching-Kapazität von 32 Gbit/s und einer Weiterleitungsrate von 6,5 Mpps ist der WS-C3560-24TS-E auf hohe Portdichten ausgelegt.</p>";"<p>Der Cisco WS-C3560-24TS-E ist ein gemanagter Layer-3-Access-Switch der ursprünglichen Catalyst-3560-Serie – ein festes 1-HE-Gerät mit 24× 10/100 und 2× SFP (GbE)-Uplinks für den Enterprise- und Campus-Zugang.</p><p>Der WS-C3560-24TS-E liefert 32 Gbit/s Switching-Bandbreite und 6,5 Mpps Durchsatz (64-Byte-Pakete), führt hardwarebasiertes IP-Routing (CEF) im Software-Image IP Services aus – IP Services (EMI): voll dynamisches Routing (OSPF, EIGRP, BGP), IPv6 und Policy-Based Routing – und unterstützt reinen Datenbetrieb ohne PoE. Betrieben wird der WS-C3560-24TS-E unter klassisches Cisco IOS (nicht IOS-XE); Stacking ist nicht vorgesehen.</p><p>Im 19-Zoll-Rack (1 HE) arbeitet der WS-C3560-24TS-E mit internem AC-Netzteil (optionale externe Redundanz über Cisco RPS 675) und aktiver Lüftung im Bereich 0 bis 45 °C. Der WS-C3560-24TS-E ist ein abgekündigtes Modell (End-of-Sale 2013); als ungebrauchte Original-Hardware bleibt der WS-C3560-24TS-E für Ersatz und Bestandserweiterung im Campus-Access verfügbar. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/ws-c3560-24ts-e;3,90;6,40;WS-C3560-24TS-E;Cisco;standard;Stk;Cisco WS-C3560-24TS-E Catalyst 3560 L3 | Hexwaren;Original Cisco WS-C3560-24TS-E (Catalyst 3560): gemanagter L3-Access-Switch, 24× 10/100, 2× SFP (GbE)-Uplinks, 32 Gbit/s, Image IP Services, klassisches Cisco IOS. Abgekündigt, neuwertig.;Netzwerk & Infrastruktur;Switches;Cisco Catalyst 3560 Switches;TRUE;Y;Y
WS-C3560-48TS-S;Cisco WS-C3560-48TS-S Catalyst 3560 gemanagter L3-Access-Switch (48× 10/100, 4× SFP (GbE)-Uplinks, IP Base, 1 HE);"<p>Der Cisco WS-C3560-48TS-S ist ein gemanagter Layer-3-Access-Switch der Catalyst-3560-Serie: 48× 10/100, 4× SFP (GbE)-Uplinks, 32 Gbit/s, 13,1 Mpps, Image IP Base, ohne PoE unter klassisches Cisco IOS (nicht IOS-XE).</p><p>1-HE-Gerät, internes Netzteil. Abgekündigt (End-of-Sale 2013); ungebrauchte Original-Hardware. Mit einer Switching-Kapazität von 32 Gbit/s und einer Weiterleitungsrate von 13,1 Mpps ist der WS-C3560-48TS-S auf hohe Portdichten ausgelegt.</p>";"<p>Der Cisco WS-C3560-48TS-S ist ein gemanagter Layer-3-Access-Switch der ursprünglichen Catalyst-3560-Serie – ein festes 1-HE-Gerät mit 48× 10/100 und 4× SFP (GbE)-Uplinks für den Enterprise- und Campus-Zugang.</p><p>Der WS-C3560-48TS-S liefert 32 Gbit/s Switching-Bandbreite und 13,1 Mpps Durchsatz (64-Byte-Pakete), führt hardwarebasiertes IP-Routing (CEF) im Software-Image IP Base aus – IP Base (SMI): statisches Routing, RIP und Inter-VLAN-Routing – und unterstützt reinen Datenbetrieb ohne PoE. Betrieben wird der WS-C3560-48TS-S unter klassisches Cisco IOS (nicht IOS-XE); Stacking ist nicht vorgesehen.</p><p>Im 19-Zoll-Rack (1 HE) arbeitet der WS-C3560-48TS-S mit internem AC-Netzteil (optionale externe Redundanz über Cisco RPS 675) und aktiver Lüftung im Bereich 0 bis 45 °C. Der WS-C3560-48TS-S ist ein abgekündigtes Modell (End-of-Sale 2013); als ungebrauchte Original-Hardware bleibt der WS-C3560-48TS-S für Ersatz und Bestandserweiterung im Campus-Access verfügbar. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/ws-c3560-48ts-s;4,10;6,60;WS-C3560-48TS-S;Cisco;standard;Stk;Cisco WS-C3560-48TS-S Catalyst 3560 L3 IP Base | Hexwaren;Original Cisco WS-C3560-48TS-S (Catalyst 3560): gemanagter L3-Access-Switch, 48× 10/100, 4× SFP (GbE)-Uplinks, 32 Gbit/s, Image IP Base, klassisches Cisco IOS. Abgekündigt, neuwertig.;Netzwerk & Infrastruktur;Switches;Cisco Catalyst 3560 Switches;TRUE;Y;Y
WS-C3560-48TS-E;Cisco WS-C3560-48TS-E Catalyst 3560 gemanagter L3-Access-Switch (48× 10/100, 4× SFP (GbE)-Uplinks, IP Services, 1 HE);"<p>Der Cisco WS-C3560-48TS-E ist ein gemanagter Layer-3-Access-Switch der Catalyst-3560-Serie: 48× 10/100, 4× SFP (GbE)-Uplinks, 32 Gbit/s, 13,1 Mpps, Image IP Services, ohne PoE unter klassisches Cisco IOS (nicht IOS-XE).</p><p>1-HE-Gerät, internes Netzteil. Abgekündigt (End-of-Sale 2013); ungebrauchte Original-Hardware. Mit einer Switching-Kapazität von 32 Gbit/s und einer Weiterleitungsrate von 13,1 Mpps ist der WS-C3560-48TS-E auf hohe Portdichten ausgelegt.</p>";"<p>Der Cisco WS-C3560-48TS-E ist ein gemanagter Layer-3-Access-Switch der ursprünglichen Catalyst-3560-Serie – ein festes 1-HE-Gerät mit 48× 10/100 und 4× SFP (GbE)-Uplinks für den Enterprise- und Campus-Zugang.</p><p>Der WS-C3560-48TS-E liefert 32 Gbit/s Switching-Bandbreite und 13,1 Mpps Durchsatz (64-Byte-Pakete), führt hardwarebasiertes IP-Routing (CEF) im Software-Image IP Services aus – IP Services (EMI): voll dynamisches Routing (OSPF, EIGRP, BGP), IPv6 und Policy-Based Routing – und unterstützt reinen Datenbetrieb ohne PoE. Betrieben wird der WS-C3560-48TS-E unter klassisches Cisco IOS (nicht IOS-XE); Stacking ist nicht vorgesehen.</p><p>Im 19-Zoll-Rack (1 HE) arbeitet der WS-C3560-48TS-E mit internem AC-Netzteil (optionale externe Redundanz über Cisco RPS 675) und aktiver Lüftung im Bereich 0 bis 45 °C. Der WS-C3560-48TS-E ist ein abgekündigtes Modell (End-of-Sale 2013); als ungebrauchte Original-Hardware bleibt der WS-C3560-48TS-E für Ersatz und Bestandserweiterung im Campus-Access verfügbar. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/ws-c3560-48ts-e;4,10;6,60;WS-C3560-48TS-E;Cisco;standard;Stk;Cisco WS-C3560-48TS-E Catalyst 3560 L3 | Hexwaren;Original Cisco WS-C3560-48TS-E (Catalyst 3560): gemanagter L3-Access-Switch, 48× 10/100, 4× SFP (GbE)-Uplinks, 32 Gbit/s, Image IP Services, klassisches Cisco IOS. Abgekündigt, neuwertig.;Netzwerk & Infrastruktur;Switches;Cisco Catalyst 3560 Switches;TRUE;Y;Y
WS-C3560-24PS-S;Cisco WS-C3560-24PS-S Catalyst 3560 gemanagter L3-Access-Switch (24× 10/100, 2× SFP (GbE)-Uplinks, IP Base, 1 HE);"<p>Der Cisco WS-C3560-24PS-S ist ein gemanagter Layer-3-Access-Switch der Catalyst-3560-Serie: 24× 10/100, 2× SFP (GbE)-Uplinks, 32 Gbit/s, 6,5 Mpps, Image IP Base, PoE 802.3af unter klassisches Cisco IOS (nicht IOS-XE).</p><p>1-HE-Gerät, internes Netzteil. Abgekündigt (End-of-Sale 2013); ungebrauchte Original-Hardware. Mit einer Switching-Kapazität von 32 Gbit/s und einer Weiterleitungsrate von 6,5 Mpps ist der WS-C3560-24PS-S auf hohe Portdichten ausgelegt.</p>";"<p>Der Cisco WS-C3560-24PS-S ist ein gemanagter Layer-3-Access-Switch der ursprünglichen Catalyst-3560-Serie – ein festes 1-HE-Gerät mit 24× 10/100 und 2× SFP (GbE)-Uplinks für den Enterprise- und Campus-Zugang.</p><p>Der WS-C3560-24PS-S liefert 32 Gbit/s Switching-Bandbreite und 6,5 Mpps Durchsatz (64-Byte-Pakete), führt hardwarebasiertes IP-Routing (CEF) im Software-Image IP Base aus – IP Base (SMI): statisches Routing, RIP und Inter-VLAN-Routing – und unterstützt PoE nach IEEE 802.3af (plus Cisco prestandard, bis 15,4 W/Port) für IP-Telefone, Access-Points und Kameras. Betrieben wird der WS-C3560-24PS-S unter klassisches Cisco IOS (nicht IOS-XE); Stacking ist nicht vorgesehen.</p><p>Im 19-Zoll-Rack (1 HE) arbeitet der WS-C3560-24PS-S mit internem AC-Netzteil (optionale externe Redundanz über Cisco RPS 675) und aktiver Lüftung im Bereich 0 bis 45 °C. Der WS-C3560-24PS-S ist ein abgekündigtes Modell (End-of-Sale 2013); als ungebrauchte Original-Hardware bleibt der WS-C3560-24PS-S für Ersatz und Bestandserweiterung im Campus-Access verfügbar. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/ws-c3560-24ps-s;5,10;7,60;WS-C3560-24PS-S;Cisco;standard;Stk;Cisco WS-C3560-24PS-S Catalyst 3560 L3 IP Base | Hexwaren;Original Cisco WS-C3560-24PS-S (Catalyst 3560): gemanagter L3-Access-Switch, 24× 10/100, 2× SFP (GbE)-Uplinks, 32 Gbit/s, Image IP Base, PoE 802. 3af, klassisches Cisco IOS. Abgekündigt, neuwertig.;Netzwerk & Infrastruktur;Switches;Cisco Catalyst 3560 Switches;TRUE;Y;Y
WS-C3560-24PS-E;Cisco WS-C3560-24PS-E Catalyst 3560 gemanagter L3-Access-Switch (24× 10/100, 2× SFP (GbE)-Uplinks, IP Services, 1 HE);"<p>Der Cisco WS-C3560-24PS-E ist ein gemanagter Layer-3-Access-Switch der Catalyst-3560-Serie: 24× 10/100, 2× SFP (GbE)-Uplinks, 32 Gbit/s, 6,5 Mpps, Image IP Services, PoE 802.3af unter klassisches Cisco IOS (nicht IOS-XE).</p><p>1-HE-Gerät, internes Netzteil. Abgekündigt (End-of-Sale 2013); ungebrauchte Original-Hardware. Mit einer Switching-Kapazität von 32 Gbit/s und einer Weiterleitungsrate von 6,5 Mpps ist der WS-C3560-24PS-E auf hohe Portdichten ausgelegt.</p>";"<p>Der Cisco WS-C3560-24PS-E ist ein gemanagter Layer-3-Access-Switch der ursprünglichen Catalyst-3560-Serie – ein festes 1-HE-Gerät mit 24× 10/100 und 2× SFP (GbE)-Uplinks für den Enterprise- und Campus-Zugang.</p><p>Der WS-C3560-24PS-E liefert 32 Gbit/s Switching-Bandbreite und 6,5 Mpps Durchsatz (64-Byte-Pakete), führt hardwarebasiertes IP-Routing (CEF) im Software-Image IP Services aus – IP Services (EMI): voll dynamisches Routing (OSPF, EIGRP, BGP), IPv6 und Policy-Based Routing – und unterstützt PoE nach IEEE 802.3af (plus Cisco prestandard, bis 15,4 W/Port) für IP-Telefone, Access-Points und Kameras. Betrieben wird der WS-C3560-24PS-E unter klassisches Cisco IOS (nicht IOS-XE); Stacking ist nicht vorgesehen.</p><p>Im 19-Zoll-Rack (1 HE) arbeitet der WS-C3560-24PS-E mit internem AC-Netzteil (optionale externe Redundanz über Cisco RPS 675) und aktiver Lüftung im Bereich 0 bis 45 °C. Der WS-C3560-24PS-E ist ein abgekündigtes Modell (End-of-Sale 2013); als ungebrauchte Original-Hardware bleibt der WS-C3560-24PS-E für Ersatz und Bestandserweiterung im Campus-Access verfügbar. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/ws-c3560-24ps-e;5,10;7,60;WS-C3560-24PS-E;Cisco;standard;Stk;Cisco WS-C3560-24PS-E Catalyst 3560 L3 | Hexwaren;Original Cisco WS-C3560-24PS-E (Catalyst 3560): gemanagter L3-Access-Switch, 24× 10/100, 2× SFP (GbE)-Uplinks, 32 Gbit/s, Image IP Services, PoE 802. 3af, klassisches Cisco IOS. Abgekündigt, neuwertig;Netzwerk & Infrastruktur;Switches;Cisco Catalyst 3560 Switches;TRUE;Y;Y
WS-C3560-48PS-S;Cisco WS-C3560-48PS-S Catalyst 3560 gemanagter L3-Access-Switch (48× 10/100, 4× SFP (GbE)-Uplinks, IP Base, 1 HE);"<p>Der Cisco WS-C3560-48PS-S ist ein gemanagter Layer-3-Access-Switch der Catalyst-3560-Serie: 48× 10/100, 4× SFP (GbE)-Uplinks, 32 Gbit/s, 13,1 Mpps, Image IP Base, PoE 802.3af unter klassisches Cisco IOS (nicht IOS-XE).</p><p>1-HE-Gerät, internes Netzteil. Abgekündigt (End-of-Sale 2013); ungebrauchte Original-Hardware. Mit einer Switching-Kapazität von 32 Gbit/s und einer Weiterleitungsrate von 13,1 Mpps ist der WS-C3560-48PS-S auf hohe Portdichten ausgelegt.</p>";"<p>Der Cisco WS-C3560-48PS-S ist ein gemanagter Layer-3-Access-Switch der ursprünglichen Catalyst-3560-Serie – ein festes 1-HE-Gerät mit 48× 10/100 und 4× SFP (GbE)-Uplinks für den Enterprise- und Campus-Zugang.</p><p>Der WS-C3560-48PS-S liefert 32 Gbit/s Switching-Bandbreite und 13,1 Mpps Durchsatz (64-Byte-Pakete), führt hardwarebasiertes IP-Routing (CEF) im Software-Image IP Base aus – IP Base (SMI): statisches Routing, RIP und Inter-VLAN-Routing – und unterstützt PoE nach IEEE 802.3af (plus Cisco prestandard, bis 15,4 W/Port) für IP-Telefone, Access-Points und Kameras. Betrieben wird der WS-C3560-48PS-S unter klassisches Cisco IOS (nicht IOS-XE); Stacking ist nicht vorgesehen.</p><p>Im 19-Zoll-Rack (1 HE) arbeitet der WS-C3560-48PS-S mit internem AC-Netzteil (optionale externe Redundanz über Cisco RPS 675) und aktiver Lüftung im Bereich 0 bis 45 °C. Der WS-C3560-48PS-S ist ein abgekündigtes Modell (End-of-Sale 2013); als ungebrauchte Original-Hardware bleibt der WS-C3560-48PS-S für Ersatz und Bestandserweiterung im Campus-Access verfügbar. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/ws-c3560-48ps-s;6,00;8,50;WS-C3560-48PS-S;Cisco;standard;Stk;Cisco WS-C3560-48PS-S Catalyst 3560 L3 IP Base | Hexwaren;Original Cisco WS-C3560-48PS-S (Catalyst 3560): gemanagter L3-Access-Switch, 48× 10/100, 4× SFP (GbE)-Uplinks, 32 Gbit/s, Image IP Base, PoE 802. 3af, klassisches Cisco IOS. Abgekündigt, neuwertig.;Netzwerk & Infrastruktur;Switches;Cisco Catalyst 3560 Switches;TRUE;Y;Y
WS-C3560-48PS-E;Cisco WS-C3560-48PS-E Catalyst 3560 gemanagter L3-Access-Switch (48× 10/100, 4× SFP (GbE)-Uplinks, IP Services, 1 HE);"<p>Der Cisco WS-C3560-48PS-E ist ein gemanagter Layer-3-Access-Switch der Catalyst-3560-Serie: 48× 10/100, 4× SFP (GbE)-Uplinks, 32 Gbit/s, 13,1 Mpps, Image IP Services, PoE 802.3af unter klassisches Cisco IOS (nicht IOS-XE).</p><p>1-HE-Gerät, internes Netzteil. Abgekündigt (End-of-Sale 2013); ungebrauchte Original-Hardware. Mit einer Switching-Kapazität von 32 Gbit/s und einer Weiterleitungsrate von 13,1 Mpps ist der WS-C3560-48PS-E auf hohe Portdichten ausgelegt.</p>";"<p>Der Cisco WS-C3560-48PS-E ist ein gemanagter Layer-3-Access-Switch der ursprünglichen Catalyst-3560-Serie – ein festes 1-HE-Gerät mit 48× 10/100 und 4× SFP (GbE)-Uplinks für den Enterprise- und Campus-Zugang.</p><p>Der WS-C3560-48PS-E liefert 32 Gbit/s Switching-Bandbreite und 13,1 Mpps Durchsatz (64-Byte-Pakete), führt hardwarebasiertes IP-Routing (CEF) im Software-Image IP Services aus – IP Services (EMI): voll dynamisches Routing (OSPF, EIGRP, BGP), IPv6 und Policy-Based Routing – und unterstützt PoE nach IEEE 802.3af (plus Cisco prestandard, bis 15,4 W/Port) für IP-Telefone, Access-Points und Kameras. Betrieben wird der WS-C3560-48PS-E unter klassisches Cisco IOS (nicht IOS-XE); Stacking ist nicht vorgesehen.</p><p>Im 19-Zoll-Rack (1 HE) arbeitet der WS-C3560-48PS-E mit internem AC-Netzteil (optionale externe Redundanz über Cisco RPS 675) und aktiver Lüftung im Bereich 0 bis 45 °C. Der WS-C3560-48PS-E ist ein abgekündigtes Modell (End-of-Sale 2013); als ungebrauchte Original-Hardware bleibt der WS-C3560-48PS-E für Ersatz und Bestandserweiterung im Campus-Access verfügbar. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/ws-c3560-48ps-e;6,00;8,50;WS-C3560-48PS-E;Cisco;standard;Stk;Cisco WS-C3560-48PS-E Catalyst 3560 L3 | Hexwaren;Original Cisco WS-C3560-48PS-E (Catalyst 3560): gemanagter L3-Access-Switch, 48× 10/100, 4× SFP (GbE)-Uplinks, 32 Gbit/s, Image IP Services, PoE 802. 3af, klassisches Cisco IOS. Abgekündigt, neuwertig;Netzwerk & Infrastruktur;Switches;Cisco Catalyst 3560 Switches;TRUE;Y;Y
WS-C3560G-24TS-S;Cisco WS-C3560G-24TS-S Catalyst 3560 gemanagter L3-Access-Switch (24× 10/100/1000, 4× SFP (GbE)-Uplinks, IP Base, 1 HE);"<p>Der Cisco WS-C3560G-24TS-S ist ein gemanagter Layer-3-Access-Switch der Catalyst-3560-Serie: 24× 10/100/1000, 4× SFP (GbE)-Uplinks, 32 Gbit/s, 38,7 Mpps, Image IP Base, ohne PoE unter klassisches Cisco IOS (nicht IOS-XE).</p><p>1-HE-Gerät, internes Netzteil. Abgekündigt (End-of-Sale 2013); ungebrauchte Original-Hardware. Mit einer Switching-Kapazität von 32 Gbit/s und einer Weiterleitungsrate von 38,7 Mpps ist der WS-C3560G-24TS-S auf hohe Portdichten ausgelegt.</p>";"<p>Der Cisco WS-C3560G-24TS-S ist ein gemanagter Layer-3-Access-Switch der ursprünglichen Catalyst-3560-Serie – ein festes 1-HE-Gerät mit 24× 10/100/1000 und 4× SFP (GbE)-Uplinks für den Enterprise- und Campus-Zugang.</p><p>Der WS-C3560G-24TS-S liefert 32 Gbit/s Switching-Bandbreite und 38,7 Mpps Durchsatz (64-Byte-Pakete), führt hardwarebasiertes IP-Routing (CEF) im Software-Image IP Base aus – IP Base (SMI): statisches Routing, RIP und Inter-VLAN-Routing – und unterstützt reinen Datenbetrieb ohne PoE. Betrieben wird der WS-C3560G-24TS-S unter klassisches Cisco IOS (nicht IOS-XE); Stacking ist nicht vorgesehen.</p><p>Im 19-Zoll-Rack (1 HE) arbeitet der WS-C3560G-24TS-S mit internem AC-Netzteil (optionale externe Redundanz über Cisco RPS 675) und aktiver Lüftung im Bereich 0 bis 45 °C. Der WS-C3560G-24TS-S ist ein abgekündigtes Modell (End-of-Sale 2013); als ungebrauchte Original-Hardware bleibt der WS-C3560G-24TS-S für Ersatz und Bestandserweiterung im Campus-Access verfügbar. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/ws-c3560g-24ts-s;5,40;7,90;WS-C3560G-24TS-S;Cisco;standard;Stk;Cisco WS-C3560G-24TS-S Catalyst 3560 L3 IP Base | Hexwaren;Original Cisco WS-C3560G-24TS-S (Catalyst 3560): gemanagter L3-Access-Switch, 24× 10/100/1000, 4× SFP (GbE)-Uplinks, 32 Gbit/s, Image IP Base, klassisches Cisco IOS. Abgekündigt, neuwertig.;Netzwerk & Infrastruktur;Switches;Cisco Catalyst 3560 Switches;TRUE;Y;Y
WS-C3560G-24TS-E;Cisco WS-C3560G-24TS-E Catalyst 3560 gemanagter L3-Access-Switch (24× 10/100/1000, 4× SFP (GbE)-Uplinks, IP Services, 1 HE);"<p>Der Cisco WS-C3560G-24TS-E ist ein gemanagter Layer-3-Access-Switch der Catalyst-3560-Serie: 24× 10/100/1000, 4× SFP (GbE)-Uplinks, 32 Gbit/s, 38,7 Mpps, Image IP Services, ohne PoE unter klassisches Cisco IOS (nicht IOS-XE).</p><p>1-HE-Gerät, internes Netzteil. Abgekündigt (End-of-Sale 2013); ungebrauchte Original-Hardware. Mit einer Switching-Kapazität von 32 Gbit/s und einer Weiterleitungsrate von 38,7 Mpps ist der WS-C3560G-24TS-E auf hohe Portdichten ausgelegt.</p>";"<p>Der Cisco WS-C3560G-24TS-E ist ein gemanagter Layer-3-Access-Switch der ursprünglichen Catalyst-3560-Serie – ein festes 1-HE-Gerät mit 24× 10/100/1000 und 4× SFP (GbE)-Uplinks für den Enterprise- und Campus-Zugang.</p><p>Der WS-C3560G-24TS-E liefert 32 Gbit/s Switching-Bandbreite und 38,7 Mpps Durchsatz (64-Byte-Pakete), führt hardwarebasiertes IP-Routing (CEF) im Software-Image IP Services aus – IP Services (EMI): voll dynamisches Routing (OSPF, EIGRP, BGP), IPv6 und Policy-Based Routing – und unterstützt reinen Datenbetrieb ohne PoE. Betrieben wird der WS-C3560G-24TS-E unter klassisches Cisco IOS (nicht IOS-XE); Stacking ist nicht vorgesehen.</p><p>Im 19-Zoll-Rack (1 HE) arbeitet der WS-C3560G-24TS-E mit internem AC-Netzteil (optionale externe Redundanz über Cisco RPS 675) und aktiver Lüftung im Bereich 0 bis 45 °C. Der WS-C3560G-24TS-E ist ein abgekündigtes Modell (End-of-Sale 2013); als ungebrauchte Original-Hardware bleibt der WS-C3560G-24TS-E für Ersatz und Bestandserweiterung im Campus-Access verfügbar. Originaler Cisco-Switch für den professionellen Einsatz in Cisco-Netzwerkumgebungen.</p>";cisco/ws-c3560g-24ts-e;5,40;7,90;WS-C3560G-24TS-E;Cisco;standard;Stk;Cisco WS-C3560G-24TS-E Catalyst 3560 L3 | Hexwaren;Original Cisco WS-C3560G-24TS-E (Catalyst 3560): gemanagter L3-Access-Switch, 24× 10/100/1000, 4× SFP (GbE)-Uplinks, 32 Gbit/s, Image IP Services, klassisches Cisco IOS. Abgekündigt, neuwertig.;Netzwerk & Infrastruktur;Switches;Cisco Catalyst 3560 Switches;TRUE;Y;Y
