Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
R9B41A,,Transceivers & SFP Modul,Formfaktor,QSFP-DD,1,Wertliste,Attribut
R9B41A,,Transceivers & SFP Modul,Geschwindigkeit,400 Gbit/s,2,Wertliste,Attribut
R9B41A,,Transceivers & SFP Modul,Transceiver Typ,SR8,3,Wertliste,Attribut
R9B41A,,Transceivers & SFP Modul,Fasertyp,Multimode-Glasfaser (MMF),4,Wertliste,Attribut
R9B41A,,Transceivers & SFP Modul,Faseranzahl,16,5,Wertliste,Attribut
R9B41A,,Transceivers & SFP Modul,Anschlusstyp,MPO-16,6,Wertliste,Attribut
R9B41A,,Transceivers & SFP Modul,Wellenlänge,850 nm (MMF),8,Wertliste,Attribut
R9B41A,,Transceivers & SFP Modul,Reichweite,100 m,10,Wertliste,Attribut
R9B41A,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),11,Wertliste,Attribut
R9B41A,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
R9B41A,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
S3N90A,,Transceivers & SFP Modul,Formfaktor,QSFP-DD,1,Wertliste,Attribut
S3N90A,,Transceivers & SFP Modul,Geschwindigkeit,400 Gbit/s,2,Wertliste,Attribut
S3N90A,,Transceivers & SFP Modul,Transceiver Typ,DR,3,Wertliste,Attribut
S3N90A,,Transceivers & SFP Modul,Fasertyp,Singlemode-Glasfaser (SMF),4,Wertliste,Attribut
S3N90A,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
S3N90A,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
S3N90A,,Transceivers & SFP Modul,Wellenlänge,1310 nm,8,Wertliste,Attribut
S3N90A,,Transceivers & SFP Modul,Reichweite,500 m,10,Wertliste,Attribut
S3N90A,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),11,Wertliste,Attribut
S3N90A,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
S3N90A,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
S3N93A,,Transceivers & SFP Modul,Formfaktor,QSFP-DD,1,Wertliste,Attribut
S3N93A,,Transceivers & SFP Modul,Geschwindigkeit,400 Gbit/s,2,Wertliste,Attribut
S3N93A,,Transceivers & SFP Modul,Transceiver Typ,DR4,3,Wertliste,Attribut
S3N93A,,Transceivers & SFP Modul,Fasertyp,Singlemode-Glasfaser (SMF),4,Wertliste,Attribut
S3N93A,,Transceivers & SFP Modul,Faseranzahl,8,5,Wertliste,Attribut
S3N93A,,Transceivers & SFP Modul,Anschlusstyp,MPO-12,6,Wertliste,Attribut
S3N93A,,Transceivers & SFP Modul,Wellenlänge,1310 nm,8,Wertliste,Attribut
S3N93A,,Transceivers & SFP Modul,Reichweite,500 m,10,Wertliste,Attribut
S3N93A,,Transceivers & SFP Modul,Anwendung,Rechenzentrum (Kurzstrecke),11,Wertliste,Attribut
S3N93A,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
S3N93A,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
R9B42A,,Transceivers & SFP Modul,Formfaktor,QSFP-DD,1,Wertliste,Attribut
R9B42A,,Transceivers & SFP Modul,Geschwindigkeit,400 Gbit/s,2,Wertliste,Attribut
R9B42A,,Transceivers & SFP Modul,Transceiver Typ,DR4,3,Wertliste,Attribut
R9B42A,,Transceivers & SFP Modul,Fasertyp,Singlemode-Glasfaser (SMF),4,Wertliste,Attribut
R9B42A,,Transceivers & SFP Modul,Faseranzahl,8,5,Wertliste,Attribut
R9B42A,,Transceivers & SFP Modul,Anschlusstyp,MPO-12,6,Wertliste,Attribut
R9B42A,,Transceivers & SFP Modul,Wellenlänge,1310 nm,8,Wertliste,Attribut
R9B42A,,Transceivers & SFP Modul,Reichweite,2 km,10,Wertliste,Attribut
R9B42A,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
R9B42A,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
R9B42A,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
S3N94A,,Transceivers & SFP Modul,Formfaktor,QSFP-DD,1,Wertliste,Attribut
S3N94A,,Transceivers & SFP Modul,Geschwindigkeit,400 Gbit/s,2,Wertliste,Attribut
S3N94A,,Transceivers & SFP Modul,Transceiver Typ,LR4,3,Wertliste,Attribut
S3N94A,,Transceivers & SFP Modul,Fasertyp,Singlemode-Glasfaser (SMF),4,Wertliste,Attribut
S3N94A,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
S3N94A,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
S3N94A,,Transceivers & SFP Modul,Wellenlänge,"1273–1287 nm (LWDM, 4 Wellenlängen)",8,Wertliste,Attribut
S3N94A,,Transceivers & SFP Modul,Reichweite,10 km,10,Wertliste,Attribut
S3N94A,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
S3N94A,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
S3N94A,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
S4B35A,,Transceivers & SFP Modul,Formfaktor,QSFP-DD,1,Wertliste,Attribut
S4B35A,,Transceivers & SFP Modul,Geschwindigkeit,400 Gbit/s,2,Wertliste,Attribut
S4B35A,,Transceivers & SFP Modul,Transceiver Typ,PLR8,3,Wertliste,Attribut
S4B35A,,Transceivers & SFP Modul,Fasertyp,Singlemode-Glasfaser (SMF),4,Wertliste,Attribut
S4B35A,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
S4B35A,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
S4B35A,,Transceivers & SFP Modul,Wellenlänge,1310 nm,8,Wertliste,Attribut
S4B35A,,Transceivers & SFP Modul,Reichweite,10 km,10,Wertliste,Attribut
S4B35A,,Transceivers & SFP Modul,Anwendung,Campus-/Metro-Netz (Langstrecke),11,Wertliste,Attribut
S4B35A,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
S4B35A,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
S4B38A,,Transceivers & SFP Modul,Formfaktor,QSFP-DD,1,Wertliste,Attribut
S4B38A,,Transceivers & SFP Modul,Geschwindigkeit,400 Gbit/s,2,Wertliste,Attribut
S4B38A,,Transceivers & SFP Modul,Transceiver Typ,ZR,3,Wertliste,Attribut
S4B38A,,Transceivers & SFP Modul,Fasertyp,Singlemode-Glasfaser (SMF),4,Wertliste,Attribut
S4B38A,,Transceivers & SFP Modul,Faseranzahl,2,5,Wertliste,Attribut
S4B38A,,Transceivers & SFP Modul,Anschlusstyp,LC,6,Wertliste,Attribut
S4B38A,,Transceivers & SFP Modul,Wellenlänge,1550 nm,8,Wertliste,Attribut
S4B38A,,Transceivers & SFP Modul,Reichweite,80 km,10,Wertliste,Attribut
S4B38A,,Transceivers & SFP Modul,Anwendung,Weitverkehrsnetz (Langstrecke),11,Wertliste,Attribut
S4B38A,,Transceivers & SFP Modul,DOM Unterstützung,Ja,12,Wertliste,Attribut
S4B38A,,Transceivers & SFP Modul,Betriebstemperatur,0 bis 70 °C,13,Wertliste,Attribut
S3N91A,,Transceivers & SFP Modul,Formfaktor,QSFP-DD,1,Wertliste,Attribut
S3N91A,,Transceivers & SFP Modul,Geschwindigkeit,400 Gbit/s,2,Wertliste,Attribut
