Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
R9B41A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S3N90A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S3N93A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B42A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S3N94A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4B35A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4B38A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S3N91A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S3N95A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S3N96A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B45A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B43A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B47A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B46A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B44A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B50A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B48A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B52A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B51A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B49A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B55A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B53A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B57A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B56A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B54A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4B41A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4B42A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4B43A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4B36A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4B37A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4B39A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4B40A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B60A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B58A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B62A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B61A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B59A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R6F24A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R6F25A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R6F26A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R6F27A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL309A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0Z30A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9B63A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL310A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S6H32A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S3N89A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL743A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S6H33A,,condition,Funktionsattribut,Wertliste,Deutsch,new
845972-B21,,condition,Funktionsattribut,Wertliste,Deutsch,new
S4B44A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0Z25A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL307A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0Z26A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S1J07A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S1J08A,,condition,Funktionsattribut,Wertliste,Deutsch,new
845416-B21,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL856A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0Z27A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0Z28A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0Z29A,,condition,Funktionsattribut,Wertliste,Deutsch,new
845420-B21,,condition,Funktionsattribut,Wertliste,Deutsch,new
845424-B21,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH231A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH233A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL308A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH232A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH234A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH235A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JH236A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0Z22A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0Z23A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0Z24A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0M48A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S1C92A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S1C94A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S0V67A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S0V68A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0M46A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0M47A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL484A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S2P33A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL485A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S5U10A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL486A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S2P34A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S2N63A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S0V71A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL487A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL488A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL489A,,condition,Funktionsattribut,Wertliste,Deutsch,new
844477-B21,,condition,Funktionsattribut,Wertliste,Deutsch,new
844480-B21,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0M44A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0M45A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0Z21A,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q9S67A,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q9S68A,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q9S69A,,condition,Funktionsattribut,Wertliste,Deutsch,new
Q9S70A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9150A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9150D,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL782A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL748A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9152A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9152D,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9151A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S2P31A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL749A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL783A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9X54A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9X55A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9153A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9153D,,condition,Funktionsattribut,Wertliste,Deutsch,new
S2P32A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S6H21A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S6H20A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S2P30A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S6H24A,,condition,Funktionsattribut,Wertliste,Deutsch,new
S6H22A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL563C,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9281B,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9281D,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9283B,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9283D,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9285B,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9285D,,condition,Funktionsattribut,Wertliste,Deutsch,new
487655-B21,,condition,Funktionsattribut,Wertliste,Deutsch,new
537963-B21,,condition,Funktionsattribut,Wertliste,Deutsch,new
J4858C,,condition,Funktionsattribut,Wertliste,Deutsch,new
J4858D,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL745A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL780A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J4859C,,condition,Funktionsattribut,Wertliste,Deutsch,new
J4859D,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL746A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL781A,,condition,Funktionsattribut,Wertliste,Deutsch,new
J4860C,,condition,Funktionsattribut,Wertliste,Deutsch,new
J4860D,,condition,Funktionsattribut,Wertliste,Deutsch,new
J8177C,,condition,Funktionsattribut,Wertliste,Deutsch,new
J8177E,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL747B,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9142B,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9143B,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9054C,,condition,Funktionsattribut,Wertliste,Deutsch,new
J9054D,,condition,Funktionsattribut,Wertliste,Deutsch,new
721064-B21,,condition,Funktionsattribut,Wertliste,Deutsch,new
