Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
JL253A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
JL253A,,Switch,Layer,L3,2,Wertliste,Attribut
JL253A,,Switch,Portanzahl,28,3,Wertliste,Attribut
JL253A,,Switch,Port-Konfiguration,24× 10/100/1000BASE-T (ohne PoE) + 4× SFP+ (1/10G) (Uplink),4,Wertliste,Attribut
JL253A,,Switch,Port-Geschwindigkeit,"10/100/1000 Mbit/s (RJ45), 1/10 GbE (SFP+)",5,Wertliste,Attribut
JL253A,,Switch,Uplink-Ports,4× SFP+ (1/10G),6,Wertliste,Attribut
JL253A,,Switch,PoE,Nein,7,Wertliste,Attribut
JL253A,,Switch,Switching-Kapazität,128 Gbit/s,8,Wertliste,Attribut
JL253A,,Switch,Durchsatz,"95,2 Mpps",9,Wertliste,Attribut
JL253A,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
JL253A,,Switch,Stromversorgung,Internes Festnetzteil (nicht hot-swap),11,Wertliste,Attribut
JL253A,,Switch,Kühlung,Lüftergekühlt,12,Wertliste,Attribut
JL253A,,Switch,Stacking,"VSF (Virtual Switching Framework, bis 8 Einheiten)",13,Wertliste,Attribut
JL253A,,Switch,Betriebstemperatur,0 bis 45 °C,14,Wertliste,Attribut
JL253A,,Switch,Anwendung,Layer-3-Campus-Access (ArubaOS-Switch) mit VSF-Stacking,15,Wertliste,Attribut
JL254A,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
JL254A,,Switch,Layer,L3,2,Wertliste,Attribut
JL254A,,Switch,Portanzahl,52,3,Wertliste,Attribut
JL254A,,Switch,Port-Konfiguration,48× 10/100/1000BASE-T (ohne PoE) + 4× SFP+ (1/10G) (Uplink),4,Wertliste,Attribut
JL254A,,Switch,Port-Geschwindigkeit,"10/100/1000 Mbit/s (RJ45), 1/10 GbE (SFP+)",5,Wertliste,Attribut
JL254A,,Switch,Uplink-Ports,4× SFP+ (1/10G),6,Wertliste,Attribut
JL254A,,Switch,PoE,Nein,7,Wertliste,Attribut
