Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
WS-C3560X-24T-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-24T-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-24T-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-48T-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-48T-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-48T-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-24P-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-24P-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-24P-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-48P-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-48P-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-48P-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-48PF-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-48PF-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-48PF-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-24U-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-24U-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-24U-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-48U-L,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-48U-S,,condition,Funktionsattribut,Wertliste,Deutsch,new
WS-C3560X-48U-E,,condition,Funktionsattribut,Wertliste,Deutsch,new
