Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
WS-C3850-24T-L,"350,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24T LAN Base
WS-C3850-24T-S,"460,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24T IP Base
WS-C3850-24T-E,"560,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24T IP Services
WS-C3850-48T-L,"600,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48T LAN Base
WS-C3850-48T-S,"780,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48T IP Base
WS-C3850-48T-E,"960,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48T IP Services
WS-C3850-24P-L,"700,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24P LAN Base
WS-C3850-24P-S,"910,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24P IP Base
WS-C3850-24P-E,"1120,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24P IP Services
WS-C3850-48P-L,"1050,00","Genuine-New-Sealed EoL ONLY (Catalyst 3850, End-of-Sale; Nachfolger Catalyst 9300): refurb/used/pulled/remanufactured HART ABGELEHNT. NICHT Cisco-Liste (die ist um ein Vielfaches höher); geschätzt aus dem realen New-Sealed-EoL-Kanal -> Operator-Band ~€350 (24T-L) -> ~€3.500 (48U-E). Monoton 3-achsig Port(24<48)×PoE(Data<PoE+<Full-PoE+<UPOE)×Lizenz(LAN Base<IP Base<IP Services); Lizenz -S=Basis x1,3, -E=Basis x1,6. Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48P LAN Base
