Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
R0X27C,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0X24A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0X24C,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0X25A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0X25C,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0X26A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0X26C,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0X27A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0X29A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R0X30A,,condition,Funktionsattribut,Wertliste,Deutsch,new
JL741A,,condition,Funktionsattribut,Wertliste,Deutsch,new
