Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
N3K-C3132Q-V,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
N3K-C3132Q-V,,Switch,Layer,L3,2,Wertliste,Attribut
N3K-C3132Q-V,,Switch,Portanzahl,32,3,Wertliste,Attribut
N3K-C3132Q-V,,Switch,Port-Konfiguration,"32× 40G-QSFP+ (Port 1 alternativ vier 10G-SFP+, gemultiplext)",4,Wertliste,Attribut
N3K-C3132Q-V,,Switch,Port-Geschwindigkeit,40 GbE (QSFP+; 40G nativ oder 10G-Breakout),5,Wertliste,Attribut
N3K-C3132Q-V,,Switch,PoE,Nein,7,Wertliste,Attribut
N3K-C3132Q-V,,Switch,Switching-Kapazität,"2,56 Tbit/s",8,Wertliste,Attribut
N3K-C3132Q-V,,Switch,Durchsatz,1400 Mpps,9,Wertliste,Attribut
N3K-C3132Q-V,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
N3K-C3132Q-V,,Switch,Stromversorgung,"Bis zu 2× Hot-Swap-Netzteil (N+1-redundant); AC (100–240 V, N2200-PAC-400W) oder DC (−40 bis −72 V)",11,Wertliste,Attribut
N3K-C3132Q-V,,Switch,Kühlung,"Hot-Swap-Lüftermodul (3+1-redundant, Airflow wählbar: Port-side Intake/Exhaust)",12,Wertliste,Attribut
N3K-C3132Q-V,,Switch,Stacking,Nein,13,Wertliste,Attribut
N3K-C3132Q-V,,Switch,Betriebstemperatur,0 bis 40 °C,14,Wertliste,Attribut
N3K-C3132Q-V,,Switch,Anwendung,"Data-Center 40-Gigabit-Spine (Layer 2/3, Line-Rate, 16 MB Deep-Buffer, ~650 ns Latenz) – einheitlicher 40-Gigabit-Spine mit 32 QSFP+-Ports; Cisco NX-OS mit vPC, 64-Wege-ECMP und nativem VXLAN-Routing (BGP-EVPN); L3-Funktionen über N3K-LAN1K9; Jumbo-Frames bis 9216",15,Wertliste,Attribut
