Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
MS150-24T-4G-HW,"350,00","PROVISORISCH (Phase-1-Platzhalter, NICHT verankert): Cisco-Meraki-MS-Switch (Cloud-gemanagt; Lizenz separat), neuwertige €-Klasse; Verankerung in Phase-2. Ausschließlich ungebrauchte Original-Hardware. NICHT als Verkaufspreis verwenden.",provisorisch-Phase-1,(unanchored)
MS150-24P-4G-HW,"500,00","PROVISORISCH (Phase-1-Platzhalter, NICHT verankert): Cisco-Meraki-MS-Switch (Cloud-gemanagt; Lizenz separat), neuwertige €-Klasse; Verankerung in Phase-2. Ausschließlich ungebrauchte Original-Hardware. NICHT als Verkaufspreis verwenden.",provisorisch-Phase-1,(unanchored)
MS150-24T-4X-HW,"450,00","PROVISORISCH (Phase-1-Platzhalter, NICHT verankert): Cisco-Meraki-MS-Switch (Cloud-gemanagt; Lizenz separat), neuwertige €-Klasse; Verankerung in Phase-2. Ausschließlich ungebrauchte Original-Hardware. NICHT als Verkaufspreis verwenden.",provisorisch-Phase-1,(unanchored)
MS150-24P-4X-HW,"650,00","PROVISORISCH (Phase-1-Platzhalter, NICHT verankert): Cisco-Meraki-MS-Switch (Cloud-gemanagt; Lizenz separat), neuwertige €-Klasse; Verankerung in Phase-2. Ausschließlich ungebrauchte Original-Hardware. NICHT als Verkaufspreis verwenden.",provisorisch-Phase-1,(unanchored)
MS150-24MP-4X-HW,"1100,00","PROVISORISCH (Phase-1-Platzhalter, NICHT verankert): Cisco-Meraki-MS-Switch (Cloud-gemanagt; Lizenz separat), neuwertige €-Klasse; Verankerung in Phase-2. Ausschließlich ungebrauchte Original-Hardware. NICHT als Verkaufspreis verwenden.",provisorisch-Phase-1,(unanchored)
MS150-48T-4G-HW,"500,00","PROVISORISCH (Phase-1-Platzhalter, NICHT verankert): Cisco-Meraki-MS-Switch (Cloud-gemanagt; Lizenz separat), neuwertige €-Klasse; Verankerung in Phase-2. Ausschließlich ungebrauchte Original-Hardware. NICHT als Verkaufspreis verwenden.",provisorisch-Phase-1,(unanchored)
MS150-48LP-4G-HW,"700,00","PROVISORISCH (Phase-1-Platzhalter, NICHT verankert): Cisco-Meraki-MS-Switch (Cloud-gemanagt; Lizenz separat), neuwertige €-Klasse; Verankerung in Phase-2. Ausschließlich ungebrauchte Original-Hardware. NICHT als Verkaufspreis verwenden.",provisorisch-Phase-1,(unanchored)
MS150-48FP-4G-HW,"900,00","PROVISORISCH (Phase-1-Platzhalter, NICHT verankert): Cisco-Meraki-MS-Switch (Cloud-gemanagt; Lizenz separat), neuwertige €-Klasse; Verankerung in Phase-2. Ausschließlich ungebrauchte Original-Hardware. NICHT als Verkaufspreis verwenden.",provisorisch-Phase-1,(unanchored)
MS150-48T-4X-HW,"650,00","PROVISORISCH (Phase-1-Platzhalter, NICHT verankert): Cisco-Meraki-MS-Switch (Cloud-gemanagt; Lizenz separat), neuwertige €-Klasse; Verankerung in Phase-2. Ausschließlich ungebrauchte Original-Hardware. NICHT als Verkaufspreis verwenden.",provisorisch-Phase-1,(unanchored)
MS150-48LP-4X-HW,"850,00","PROVISORISCH (Phase-1-Platzhalter, NICHT verankert): Cisco-Meraki-MS-Switch (Cloud-gemanagt; Lizenz separat), neuwertige €-Klasse; Verankerung in Phase-2. Ausschließlich ungebrauchte Original-Hardware. NICHT als Verkaufspreis verwenden.",provisorisch-Phase-1,(unanchored)
MS150-48FP-4X-HW,"1100,00","PROVISORISCH (Phase-1-Platzhalter, NICHT verankert): Cisco-Meraki-MS-Switch (Cloud-gemanagt; Lizenz separat), neuwertige €-Klasse; Verankerung in Phase-2. Ausschließlich ungebrauchte Original-Hardware. NICHT als Verkaufspreis verwenden.",provisorisch-Phase-1,(unanchored)
MS150-48MP-4X-HW,"1600,00","PROVISORISCH (Phase-1-Platzhalter, NICHT verankert): Cisco-Meraki-MS-Switch (Cloud-gemanagt; Lizenz separat), neuwertige €-Klasse; Verankerung in Phase-2. Ausschließlich ungebrauchte Original-Hardware. NICHT als Verkaufspreis verwenden.",provisorisch-Phase-1,(unanchored)
