Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
MS150-24T-4G-HW,,condition,Funktionsattribut,Wertliste,Deutsch,new
MS150-24P-4G-HW,,condition,Funktionsattribut,Wertliste,Deutsch,new
MS150-24T-4X-HW,,condition,Funktionsattribut,Wertliste,Deutsch,new
MS150-24P-4X-HW,,condition,Funktionsattribut,Wertliste,Deutsch,new
MS150-24MP-4X-HW,,condition,Funktionsattribut,Wertliste,Deutsch,new
MS150-48T-4G-HW,,condition,Funktionsattribut,Wertliste,Deutsch,new
MS150-48LP-4G-HW,,condition,Funktionsattribut,Wertliste,Deutsch,new
MS150-48FP-4G-HW,,condition,Funktionsattribut,Wertliste,Deutsch,new
MS150-48T-4X-HW,,condition,Funktionsattribut,Wertliste,Deutsch,new
MS150-48LP-4X-HW,,condition,Funktionsattribut,Wertliste,Deutsch,new
MS150-48FP-4X-HW,,condition,Funktionsattribut,Wertliste,Deutsch,new
MS150-48MP-4X-HW,,condition,Funktionsattribut,Wertliste,Deutsch,new
