Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
R9W86A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9W87A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9W94A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9W88A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9W89A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9W95A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9W90A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9W91A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9W96A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9W92A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9W93A,,condition,Funktionsattribut,Wertliste,Deutsch,new
R9W97A,,condition,Funktionsattribut,Wertliste,Deutsch,new
