Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
N3K-C31128PQ-10GE,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
N3K-C31128PQ-10GE,,Switch,Layer,L3,2,Wertliste,Attribut
N3K-C31128PQ-10GE,,Switch,Portanzahl,104,3,Wertliste,Attribut
N3K-C31128PQ-10GE,,Switch,Port-Konfiguration,96× 10G-SFP+ + 8× 40G-QSFP+,4,Wertliste,Attribut
N3K-C31128PQ-10GE,,Switch,Port-Geschwindigkeit,"10 GbE (SFP+, Access), 40 GbE (QSFP+, Uplink; 10G-Breakout)",5,Wertliste,Attribut
N3K-C31128PQ-10GE,,Switch,Uplink-Ports,8× 40G-QSFP+,6,Wertliste,Attribut
N3K-C31128PQ-10GE,,Switch,PoE,Nein,7,Wertliste,Attribut
N3K-C31128PQ-10GE,,Switch,Switching-Kapazität,"2,5 Tbit/s",8,Wertliste,Attribut
N3K-C31128PQ-10GE,,Switch,Durchsatz,1400 Mpps,9,Wertliste,Attribut
N3K-C31128PQ-10GE,,Switch,Bauform,19-Zoll-Rackmontage (2 HE),10,Wertliste,Attribut
N3K-C31128PQ-10GE,,Switch,Stromversorgung,Bis zu 2× Hot-Swap-Netzteil (N+1-redundant); AC (100–240 V) oder DC (−40 bis −72 V),11,Wertliste,Attribut
N3K-C31128PQ-10GE,,Switch,Kühlung,"Hot-Swap-Lüftermodul (1+1-redundant, Airflow wählbar: Port-side Intake/Exhaust)",12,Wertliste,Attribut
N3K-C31128PQ-10GE,,Switch,Stacking,Nein,13,Wertliste,Attribut
N3K-C31128PQ-10GE,,Switch,Betriebstemperatur,0 bis 50 °C,14,Wertliste,Attribut
N3K-C31128PQ-10GE,,Switch,Anwendung,"Data-Center hochdichter 10-Gigabit-Leaf/Top-of-Rack (96× 10G-SFP+ + 8× 40G-QSFP+-Uplinks; Layer 2/3, Line-Rate, 2 HE) – Cisco NX-OS mit vPC-Hochverfügbarkeit, 64-Wege-ECMP und VXLAN-Bridging; Base-Lizenz (L2 + Basis-L3) erweiterbar per LAN-Enterprise (BGP, VRF-lite, VXLAN, PBR); Jumbo-Frames bis 9216",15,Wertliste,Attribut
