Artikelnummer,Attributname,Attributwert
DQ+BC0003-DS+,FAQ,"Welche Datenrate und Bauform hat das DQ+BC0003-DS+?||Das DQ+BC0003-DS+ ist ein QSFP56-Kabel mit 200G zu 4×50G (100G/40G-Breakout kompatibel).##Welche Länge hat das DQ+BC0003-DS+?||Das DQ+BC0003-DS+ hat eine feste Länge von 3 m (Twinax-Kupfer, passiv (Breakout-DAC)).##Benötigt das DQ+BC0003-DS+ eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das DQ+BC0003-DS+?||Das DQ+BC0003-DS+ ist als 1× QSFP56 + 4× Breakout (fest konfektioniert) konfektioniert.##In welchem Temperaturbereich arbeitet das DQ+BC0003-DS+?||Das DQ+BC0003-DS+ ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das DQ+BC0003-DS+ typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das DQ+BC0003-DS+ mit MikroTik-Geräten kompatibel?||Das DQ+BC0003-DS+ ist eine MikroTik-Kabel-Komponente und für den Betrieb in MikroTik-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
S-85DLC05D,FAQ,"Welche Datenrate und Bauform hat das S-85DLC05D?||Das S-85DLC05D ist ein SFP-Modul mit 1,25 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das S-85DLC05D?||Das S-85DLC05D hat den Formfaktor SFP mit Dual LC UPC-Schnittstelle.##Welche Reichweite erreicht das S-85DLC05D?||Laut Spezifikation erreicht das S-85DLC05D bis 550 m (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das S-85DLC05D ist für Multimode (MM) ausgelegt.##Unterstützt das S-85DLC05D DOM/DDM?||Ja, das S-85DLC05D unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das S-85DLC05D?||Das S-85DLC05D ist für den Betrieb von -40 bis 85 °C spezifiziert.##Wofür wird das S-85DLC05D typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das S-85DLC05D mit MikroTik-Geräten kompatibel?||Das S-85DLC05D ist eine MikroTik-Optik-Komponente und für den Betrieb in MikroTik-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
S-31DLC20D,FAQ,"Welche Datenrate und Bauform hat das S-31DLC20D?||Das S-31DLC20D ist ein SFP-Modul mit 1,25 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das S-31DLC20D?||Das S-31DLC20D hat den Formfaktor SFP mit Dual LC UPC-Schnittstelle.##Welche Reichweite erreicht das S-31DLC20D?||Laut Spezifikation erreicht das S-31DLC20D bis 20 km (Wellenlänge 1310 nm).##Welcher Fasertyp ist erforderlich?||Das S-31DLC20D ist für Singlemode (SM) ausgelegt.##Unterstützt das S-31DLC20D DOM/DDM?||Ja, das S-31DLC20D unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das S-31DLC20D?||Das S-31DLC20D ist für den Betrieb von -40 bis 70 °C spezifiziert.##Wofür wird das S-31DLC20D typischerweise eingesetzt?||Typischer Einsatz: Campus-/Metro-Netz (Langstrecke).##Ist das S-31DLC20D mit MikroTik-Geräten kompatibel?||Das S-31DLC20D ist eine MikroTik-Optik-Komponente und für den Betrieb in MikroTik-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
S-RJ01,FAQ,"Welche Datenrate und Bauform hat das S-RJ01?||Das S-RJ01 ist ein SFP-Modul mit 1,25 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das S-RJ01?||Das S-RJ01 hat den Formfaktor SFP mit RJ45-Schnittstelle.##Welche Reichweite erreicht das S-RJ01?||Laut Spezifikation erreicht das S-RJ01 bis 100 m.##Welcher Fasertyp ist erforderlich?||Das S-RJ01 ist für Kupfer (Twisted-Pair) ausgelegt.##Unterstützt das S-RJ01 DOM/DDM?||Nein, das S-RJ01 unterstützt kein DOM/DDM.##In welchem Temperaturbereich arbeitet das S-RJ01?||Das S-RJ01 ist für den Betrieb von -20 bis 60 °C spezifiziert.##Wofür wird das S-RJ01 typischerweise eingesetzt?||Typischer Einsatz: Zugriffs-/Verteilnetz (Kupfer).##Ist das S-RJ01 mit MikroTik-Geräten kompatibel?||Das S-RJ01 ist eine MikroTik-Optik-Komponente und für den Betrieb in MikroTik-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
XS+DA0001,FAQ,"Welche Datenrate und Bauform hat das XS+DA0001?||Das XS+DA0001 ist ein SFP28-Kabel mit 1G / 10G / 25G.##Welche Länge hat das XS+DA0001?||Das XS+DA0001 hat eine feste Länge von 1 m (Twinax-Kupfer, passiv (DAC)).##Benötigt das XS+DA0001 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das XS+DA0001?||Das XS+DA0001 ist als 2× SFP28 (fest konfektioniert) konfektioniert.##In welchem Temperaturbereich arbeitet das XS+DA0001?||Das XS+DA0001 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das XS+DA0001 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das XS+DA0001 mit MikroTik-Geräten kompatibel?||Das XS+DA0001 ist eine MikroTik-Kabel-Komponente und für den Betrieb in MikroTik-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
S-55DLC80D,FAQ,"Welche Datenrate und Bauform hat das S-55DLC80D?||Das S-55DLC80D ist ein SFP-Modul mit 1,25 Gbit/s.##Welchen Stecker und welche Schnittstelle nutzt das S-55DLC80D?||Das S-55DLC80D hat den Formfaktor SFP mit Dual LC UPC-Schnittstelle.##Welche Reichweite erreicht das S-55DLC80D?||Laut Spezifikation erreicht das S-55DLC80D bis 80 km (Wellenlänge 1550 nm).##Welcher Fasertyp ist erforderlich?||Das S-55DLC80D ist für Singlemode (SM) ausgelegt.##Unterstützt das S-55DLC80D DOM/DDM?||Ja, das S-55DLC80D unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das S-55DLC80D?||Das S-55DLC80D ist für den Betrieb von -40 bis 70 °C spezifiziert.##Wofür wird das S-55DLC80D typischerweise eingesetzt?||Typischer Einsatz: Weitverkehrsnetz (Langstrecke).##Ist das S-55DLC80D mit MikroTik-Geräten kompatibel?||Das S-55DLC80D ist eine MikroTik-Optik-Komponente und für den Betrieb in MikroTik-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
XS+DA0003,FAQ,"Welche Datenrate und Bauform hat das XS+DA0003?||Das XS+DA0003 ist ein SFP28-Kabel mit 1G / 10G / 25G.##Welche Länge hat das XS+DA0003?||Das XS+DA0003 hat eine feste Länge von 3 m (Twinax-Kupfer, passiv (DAC)).##Benötigt das XS+DA0003 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das XS+DA0003?||Das XS+DA0003 ist als 2× SFP28 (fest konfektioniert) konfektioniert.##In welchem Temperaturbereich arbeitet das XS+DA0003?||Das XS+DA0003 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das XS+DA0003 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das XS+DA0003 mit MikroTik-Geräten kompatibel?||Das XS+DA0003 ist eine MikroTik-Kabel-Komponente und für den Betrieb in MikroTik-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
XQ+DA0001,FAQ,"Welche Datenrate und Bauform hat das XQ+DA0001?||Das XQ+DA0001 ist ein QSFP28-Kabel mit 40G / 100G.##Welche Länge hat das XQ+DA0001?||Das XQ+DA0001 hat eine feste Länge von 1 m (Twinax-Kupfer, passiv (DAC)).##Benötigt das XQ+DA0001 eine eigene Stromversorgung?||Nein. Als Direct-Attach-Kabel wird es ohne externes Netzteil über die Hostports versorgt.##Welche Anschlüsse hat das XQ+DA0001?||Das XQ+DA0001 ist als 2× QSFP+/QSFP28 (fest konfektioniert) konfektioniert.##In welchem Temperaturbereich arbeitet das XQ+DA0001?||Das XQ+DA0001 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das XQ+DA0001 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das XQ+DA0001 mit MikroTik-Geräten kompatibel?||Das XQ+DA0001 ist eine MikroTik-Kabel-Komponente und für den Betrieb in MikroTik-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
S+AO0005,FAQ,"Welche Datenrate und Bauform hat das S+AO0005?||Das S+AO0005 ist ein SFP+-Kabel mit 1G / 10G.##Welche Länge hat das S+AO0005?||Das S+AO0005 hat eine feste Länge von 5 m (Aktives optisches Kabel (AOC)).##Benötigt das S+AO0005 eine eigene Stromversorgung?||Das aktive optische Kabel (AOC) wird über die Hostports versorgt und benötigt kein separates Netzteil.##Welche Anschlüsse hat das S+AO0005?||Das S+AO0005 ist als 2× SFP+ (fest konfektioniert) konfektioniert.##In welchem Temperaturbereich arbeitet das S+AO0005?||Das S+AO0005 ist für den Betrieb von 0 bis 70 °C spezifiziert.##Wofür wird das S+AO0005 typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Top-of-Rack-/Row-Verkabelung).##Ist das S+AO0005 mit MikroTik-Geräten kompatibel?||Das S+AO0005 ist eine MikroTik-Kabel-Komponente und für den Betrieb in MikroTik-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
S+85DLC03D,FAQ,"Welche Datenrate und Bauform hat das S+85DLC03D?||Das S+85DLC03D ist ein SFP+-Modul mit 1G / 10G.##Welchen Stecker und welche Schnittstelle nutzt das S+85DLC03D?||Das S+85DLC03D hat den Formfaktor SFP+ mit Dual LC UPC-Schnittstelle.##Welche Reichweite erreicht das S+85DLC03D?||Laut Spezifikation erreicht das S+85DLC03D bis 300 m (Wellenlänge 850 nm).##Welcher Fasertyp ist erforderlich?||Das S+85DLC03D ist für Multimode (MM) ausgelegt.##Unterstützt das S+85DLC03D DOM/DDM?||Ja, das S+85DLC03D unterstützt Digital Optical Monitoring (DOM/DDM) zur Überwachung von Leistung, Temperatur und Spannung.##In welchem Temperaturbereich arbeitet das S+85DLC03D?||Das S+85DLC03D ist für den Betrieb von -40 bis 70 °C spezifiziert.##Wofür wird das S+85DLC03D typischerweise eingesetzt?||Typischer Einsatz: Rechenzentrum (Kurzstrecke).##Ist das S+85DLC03D mit MikroTik-Geräten kompatibel?||Das S+85DLC03D ist eine MikroTik-Optik-Komponente und für den Betrieb in MikroTik-Switches/-Routern ausgelegt; prüfen Sie die Freigabe für Ihre konkrete Plattform/Software-Version."
