Artikelnummer;Netto-VK
WS-C2960X-48FPD-L;3400,00
WS-C2960X-48LPD-L;2200,00
WS-C2960X-24PD-L;1500,00
WS-C2960X-48TD-L;1550,00
WS-C2960X-24TD-L;1000,00
WS-C2960X-48FPS-L;2300,00
WS-C2960X-48LPS-L;1700,00
WS-C2960X-24PS-L;1100,00
WS-C2960X-24PSQ-L;800,00
WS-C2960X-48TS-L;1050,00
WS-C2960X-24TS-L;600,00
WS-C2960X-48TS-LL;650,00
WS-C2960X-24TS-LL;400,00
WS-C2960XR-48FPD-I;4000,00
WS-C2960XR-48LPD-I;2900,00
WS-C2960XR-24PD-I;2150,00
WS-C2960XR-48TD-I;2100,00
WS-C2960XR-24TD-I;1500,00
WS-C2960XR-48FPS-I;3000,00
WS-C2960XR-48LPS-I;2400,00
WS-C2960XR-24PS-I;1700,00
WS-C2960XR-48TS-I;1750,00
WS-C2960XR-24TS-I;1200,00
