Artikelnummer,FAQ
WS-C2960X-48FPD-L,"Wie viele Ports hat der WS-C2960X-48FPD-L?||Der WS-C2960X-48FPD-L bietet insgesamt 50 Ports: 48× 1G-RJ45 (PoE+) + 2× 10G-SFP+.##Welches Betriebssystem und welche Lizenz nutzt der WS-C2960X-48FPD-L?||Der WS-C2960X-48FPD-L läuft unter Cisco IOS mit LAN Base-Featureset (perpetual, fest ans Modell gebunden) und wird per CLI und Web-UI verwaltet. Die 2960-X/XR-Serie ist abgekündigt (End-of-Sale, abgelöst durch Catalyst 9200); der WS-C2960X-48FPD-L bleibt als Lagerware erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty.##Welches PoE-Budget hat der WS-C2960X-48FPD-L?||Der WS-C2960X-48FPD-L liefert PoE+ (802.3af/at, Perpetual PoE) mit 740 W für IP-Telefone, WLAN-APs und Kameras.##Kann der WS-C2960X-48FPD-L gestapelt werden?||Ja, der WS-C2960X-48FPD-L lässt sich optional per FlexStack-Plus-Modul mit bis zu acht Einheiten (80 Gbit/s) zu einem Stack mit einer Verwaltungs-IP verbinden."
WS-C2960X-48LPD-L,"Wie viele Ports hat der WS-C2960X-48LPD-L?||Der WS-C2960X-48LPD-L bietet insgesamt 50 Ports: 48× 1G-RJ45 (PoE+) + 2× 10G-SFP+.##Welches Betriebssystem und welche Lizenz nutzt der WS-C2960X-48LPD-L?||Der WS-C2960X-48LPD-L läuft unter Cisco IOS mit LAN Base-Featureset (perpetual, fest ans Modell gebunden) und wird per CLI und Web-UI verwaltet. Die 2960-X/XR-Serie ist abgekündigt (End-of-Sale, abgelöst durch Catalyst 9200); der WS-C2960X-48LPD-L bleibt als Lagerware erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty.##Welches PoE-Budget hat der WS-C2960X-48LPD-L?||Der WS-C2960X-48LPD-L liefert PoE+ (802.3af/at, Perpetual PoE) mit 370 W für IP-Telefone, WLAN-APs und Kameras.##Kann der WS-C2960X-48LPD-L gestapelt werden?||Ja, der WS-C2960X-48LPD-L lässt sich optional per FlexStack-Plus-Modul mit bis zu acht Einheiten (80 Gbit/s) zu einem Stack mit einer Verwaltungs-IP verbinden."
WS-C2960X-24PD-L,"Wie viele Ports hat der WS-C2960X-24PD-L?||Der WS-C2960X-24PD-L bietet insgesamt 26 Ports: 24× 1G-RJ45 (PoE+) + 2× 10G-SFP+.##Welches Betriebssystem und welche Lizenz nutzt der WS-C2960X-24PD-L?||Der WS-C2960X-24PD-L läuft unter Cisco IOS mit LAN Base-Featureset (perpetual, fest ans Modell gebunden) und wird per CLI und Web-UI verwaltet. Die 2960-X/XR-Serie ist abgekündigt (End-of-Sale, abgelöst durch Catalyst 9200); der WS-C2960X-24PD-L bleibt als Lagerware erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty.##Welches PoE-Budget hat der WS-C2960X-24PD-L?||Der WS-C2960X-24PD-L liefert PoE+ (802.3af/at, Perpetual PoE) mit 370 W für IP-Telefone, WLAN-APs und Kameras.##Kann der WS-C2960X-24PD-L gestapelt werden?||Ja, der WS-C2960X-24PD-L lässt sich optional per FlexStack-Plus-Modul mit bis zu acht Einheiten (80 Gbit/s) zu einem Stack mit einer Verwaltungs-IP verbinden."
WS-C2960X-48TD-L,"Wie viele Ports hat der WS-C2960X-48TD-L?||Der WS-C2960X-48TD-L bietet insgesamt 50 Ports: 48× 1G-RJ45 + 2× 10G-SFP+.##Welches Betriebssystem und welche Lizenz nutzt der WS-C2960X-48TD-L?||Der WS-C2960X-48TD-L läuft unter Cisco IOS mit LAN Base-Featureset (perpetual, fest ans Modell gebunden) und wird per CLI und Web-UI verwaltet. Die 2960-X/XR-Serie ist abgekündigt (End-of-Sale, abgelöst durch Catalyst 9200); der WS-C2960X-48TD-L bleibt als Lagerware erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty.##Hat der WS-C2960X-48TD-L PoE?||Nein, der WS-C2960X-48TD-L ist ein Datenmodell ohne PoE-Einspeisung (48× 1G-RJ45 + 2× 10G-SFP+).##Kann der WS-C2960X-48TD-L gestapelt werden?||Ja, der WS-C2960X-48TD-L lässt sich optional per FlexStack-Plus-Modul mit bis zu acht Einheiten (80 Gbit/s) zu einem Stack mit einer Verwaltungs-IP verbinden."
WS-C2960X-24TD-L,"Wie viele Ports hat der WS-C2960X-24TD-L?||Der WS-C2960X-24TD-L bietet insgesamt 26 Ports: 24× 1G-RJ45 + 2× 10G-SFP+.##Welches Betriebssystem und welche Lizenz nutzt der WS-C2960X-24TD-L?||Der WS-C2960X-24TD-L läuft unter Cisco IOS mit LAN Base-Featureset (perpetual, fest ans Modell gebunden) und wird per CLI und Web-UI verwaltet. Die 2960-X/XR-Serie ist abgekündigt (End-of-Sale, abgelöst durch Catalyst 9200); der WS-C2960X-24TD-L bleibt als Lagerware erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty.##Hat der WS-C2960X-24TD-L PoE?||Nein, der WS-C2960X-24TD-L ist ein Datenmodell ohne PoE-Einspeisung (24× 1G-RJ45 + 2× 10G-SFP+).##Kann der WS-C2960X-24TD-L gestapelt werden?||Ja, der WS-C2960X-24TD-L lässt sich optional per FlexStack-Plus-Modul mit bis zu acht Einheiten (80 Gbit/s) zu einem Stack mit einer Verwaltungs-IP verbinden."
WS-C2960X-48FPS-L,"Wie viele Ports hat der WS-C2960X-48FPS-L?||Der WS-C2960X-48FPS-L bietet insgesamt 52 Ports: 48× 1G-RJ45 (PoE+) + 4× 1G-SFP.##Welches Betriebssystem und welche Lizenz nutzt der WS-C2960X-48FPS-L?||Der WS-C2960X-48FPS-L läuft unter Cisco IOS mit LAN Base-Featureset (perpetual, fest ans Modell gebunden) und wird per CLI und Web-UI verwaltet. Die 2960-X/XR-Serie ist abgekündigt (End-of-Sale, abgelöst durch Catalyst 9200); der WS-C2960X-48FPS-L bleibt als Lagerware erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty.##Welches PoE-Budget hat der WS-C2960X-48FPS-L?||Der WS-C2960X-48FPS-L liefert PoE+ (802.3af/at, Perpetual PoE) mit 740 W für IP-Telefone, WLAN-APs und Kameras.##Kann der WS-C2960X-48FPS-L gestapelt werden?||Ja, der WS-C2960X-48FPS-L lässt sich optional per FlexStack-Plus-Modul mit bis zu acht Einheiten (80 Gbit/s) zu einem Stack mit einer Verwaltungs-IP verbinden."
WS-C2960X-48LPS-L,"Wie viele Ports hat der WS-C2960X-48LPS-L?||Der WS-C2960X-48LPS-L bietet insgesamt 52 Ports: 48× 1G-RJ45 (PoE+) + 4× 1G-SFP.##Welches Betriebssystem und welche Lizenz nutzt der WS-C2960X-48LPS-L?||Der WS-C2960X-48LPS-L läuft unter Cisco IOS mit LAN Base-Featureset (perpetual, fest ans Modell gebunden) und wird per CLI und Web-UI verwaltet. Die 2960-X/XR-Serie ist abgekündigt (End-of-Sale, abgelöst durch Catalyst 9200); der WS-C2960X-48LPS-L bleibt als Lagerware erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty.##Welches PoE-Budget hat der WS-C2960X-48LPS-L?||Der WS-C2960X-48LPS-L liefert PoE+ (802.3af/at, Perpetual PoE) mit 370 W für IP-Telefone, WLAN-APs und Kameras.##Kann der WS-C2960X-48LPS-L gestapelt werden?||Ja, der WS-C2960X-48LPS-L lässt sich optional per FlexStack-Plus-Modul mit bis zu acht Einheiten (80 Gbit/s) zu einem Stack mit einer Verwaltungs-IP verbinden."
WS-C2960X-24PS-L,"Wie viele Ports hat der WS-C2960X-24PS-L?||Der WS-C2960X-24PS-L bietet insgesamt 28 Ports: 24× 1G-RJ45 (PoE+) + 4× 1G-SFP.##Welches Betriebssystem und welche Lizenz nutzt der WS-C2960X-24PS-L?||Der WS-C2960X-24PS-L läuft unter Cisco IOS mit LAN Base-Featureset (perpetual, fest ans Modell gebunden) und wird per CLI und Web-UI verwaltet. Die 2960-X/XR-Serie ist abgekündigt (End-of-Sale, abgelöst durch Catalyst 9200); der WS-C2960X-24PS-L bleibt als Lagerware erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty.##Welches PoE-Budget hat der WS-C2960X-24PS-L?||Der WS-C2960X-24PS-L liefert PoE+ (802.3af/at, Perpetual PoE) mit 370 W für IP-Telefone, WLAN-APs und Kameras.##Kann der WS-C2960X-24PS-L gestapelt werden?||Ja, der WS-C2960X-24PS-L lässt sich optional per FlexStack-Plus-Modul mit bis zu acht Einheiten (80 Gbit/s) zu einem Stack mit einer Verwaltungs-IP verbinden."
WS-C2960X-24PSQ-L,"Wie viele Ports hat der WS-C2960X-24PSQ-L?||Der WS-C2960X-24PSQ-L bietet insgesamt 28 Ports: 24× 1G-RJ45 (davon 8 mit PoE+) + 2× 1G-SFP + 2× 1G-RJ45.##Welches Betriebssystem und welche Lizenz nutzt der WS-C2960X-24PSQ-L?||Der WS-C2960X-24PSQ-L läuft unter Cisco IOS mit LAN Base-Featureset (perpetual, fest ans Modell gebunden) und wird per CLI und Web-UI verwaltet. Die 2960-X/XR-Serie ist abgekündigt (End-of-Sale, abgelöst durch Catalyst 9200); der WS-C2960X-24PSQ-L bleibt als Lagerware erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty.##Welches PoE-Budget hat der WS-C2960X-24PSQ-L?||Der WS-C2960X-24PSQ-L liefert PoE+ (802.3af/at, Perpetual PoE) mit 110 W für IP-Telefone, WLAN-APs und Kameras.##Kann der WS-C2960X-24PSQ-L gestapelt werden?||Nein, der WS-C2960X-24PSQ-L besitzt keinen FlexStack-Steckplatz und arbeitet als eigenständiger Switch."
WS-C2960X-48TS-L,"Wie viele Ports hat der WS-C2960X-48TS-L?||Der WS-C2960X-48TS-L bietet insgesamt 52 Ports: 48× 1G-RJ45 + 4× 1G-SFP.##Welches Betriebssystem und welche Lizenz nutzt der WS-C2960X-48TS-L?||Der WS-C2960X-48TS-L läuft unter Cisco IOS mit LAN Base-Featureset (perpetual, fest ans Modell gebunden) und wird per CLI und Web-UI verwaltet. Die 2960-X/XR-Serie ist abgekündigt (End-of-Sale, abgelöst durch Catalyst 9200); der WS-C2960X-48TS-L bleibt als Lagerware erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty.##Hat der WS-C2960X-48TS-L PoE?||Nein, der WS-C2960X-48TS-L ist ein Datenmodell ohne PoE-Einspeisung (48× 1G-RJ45 + 4× 1G-SFP).##Kann der WS-C2960X-48TS-L gestapelt werden?||Ja, der WS-C2960X-48TS-L lässt sich optional per FlexStack-Plus-Modul mit bis zu acht Einheiten (80 Gbit/s) zu einem Stack mit einer Verwaltungs-IP verbinden."
WS-C2960X-24TS-L,"Wie viele Ports hat der WS-C2960X-24TS-L?||Der WS-C2960X-24TS-L bietet insgesamt 28 Ports: 24× 1G-RJ45 + 4× 1G-SFP.##Welches Betriebssystem und welche Lizenz nutzt der WS-C2960X-24TS-L?||Der WS-C2960X-24TS-L läuft unter Cisco IOS mit LAN Base-Featureset (perpetual, fest ans Modell gebunden) und wird per CLI und Web-UI verwaltet. Die 2960-X/XR-Serie ist abgekündigt (End-of-Sale, abgelöst durch Catalyst 9200); der WS-C2960X-24TS-L bleibt als Lagerware erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty.##Hat der WS-C2960X-24TS-L PoE?||Nein, der WS-C2960X-24TS-L ist ein Datenmodell ohne PoE-Einspeisung (24× 1G-RJ45 + 4× 1G-SFP).##Kann der WS-C2960X-24TS-L gestapelt werden?||Ja, der WS-C2960X-24TS-L lässt sich optional per FlexStack-Plus-Modul mit bis zu acht Einheiten (80 Gbit/s) zu einem Stack mit einer Verwaltungs-IP verbinden."
WS-C2960X-48TS-LL,"Wie viele Ports hat der WS-C2960X-48TS-LL?||Der WS-C2960X-48TS-LL bietet insgesamt 50 Ports: 48× 1G-RJ45 + 2× 1G-SFP.##Welches Betriebssystem und welche Lizenz nutzt der WS-C2960X-48TS-LL?||Der WS-C2960X-48TS-LL läuft unter Cisco IOS mit LAN Lite-Featureset (perpetual, fest ans Modell gebunden) und wird per CLI und Web-UI verwaltet. Die 2960-X/XR-Serie ist abgekündigt (End-of-Sale, abgelöst durch Catalyst 9200); der WS-C2960X-48TS-LL bleibt als Lagerware erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty.##Hat der WS-C2960X-48TS-LL PoE?||Nein, der WS-C2960X-48TS-LL ist ein Datenmodell ohne PoE-Einspeisung (48× 1G-RJ45 + 2× 1G-SFP).##Kann der WS-C2960X-48TS-LL gestapelt werden?||Nein, der WS-C2960X-48TS-LL besitzt keinen FlexStack-Steckplatz und arbeitet als eigenständiger Switch."
WS-C2960X-24TS-LL,"Wie viele Ports hat der WS-C2960X-24TS-LL?||Der WS-C2960X-24TS-LL bietet insgesamt 26 Ports: 24× 1G-RJ45 + 2× 1G-SFP.##Welches Betriebssystem und welche Lizenz nutzt der WS-C2960X-24TS-LL?||Der WS-C2960X-24TS-LL läuft unter Cisco IOS mit LAN Lite-Featureset (perpetual, fest ans Modell gebunden) und wird per CLI und Web-UI verwaltet. Die 2960-X/XR-Serie ist abgekündigt (End-of-Sale, abgelöst durch Catalyst 9200); der WS-C2960X-24TS-LL bleibt als Lagerware erhältlich und trägt Cisco Enhanced Limited Lifetime Warranty.##Hat der WS-C2960X-24TS-LL PoE?||Nein, der WS-C2960X-24TS-LL ist ein Datenmodell ohne PoE-Einspeisung (24× 1G-RJ45 + 2× 1G-SFP).##Kann der WS-C2960X-24TS-LL gestapelt werden?||Nein, der WS-C2960X-24TS-LL besitzt keinen FlexStack-Steckplatz und arbeitet als eigenständiger Switch."
