Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
WS-C2960X-48FPD-L,"3400,00","Genuine-New-Sealed ONLY (Catalyst 2960-X/XR, EoS, abgelöst durch Catalyst 9200): HÖCHSTES Refurb-Risiko im Katalog (riesiger Gebrauchtmarkt). Refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Genuine new-sealed existiert (hi-network 'Sealed New', Amazon 'New Sealed Non-Chinese-Serial', NetworkTigers 'new', Netmode) — aber KEIN sauberer EUR-Anker im Web (Snippets ohne €); daher geschätzt aus Operator-Band ~€400 (24TS-LL) -> ~€4.000 (48FPD-L/48FPD-I) + monoton Portzahl×Uplink(S<D)×PoE(T<L/P<F)×Featureset(LAN Lite<LAN Base<IP Lite); XR>X (L3+duale PSU). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48-Port LAN Base PoE-740 10G (X-Top)
WS-C2960X-48LPD-L,"2200,00","Genuine-New-Sealed ONLY (Catalyst 2960-X/XR, EoS, abgelöst durch Catalyst 9200): HÖCHSTES Refurb-Risiko im Katalog (riesiger Gebrauchtmarkt). Refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Genuine new-sealed existiert (hi-network 'Sealed New', Amazon 'New Sealed Non-Chinese-Serial', NetworkTigers 'new', Netmode) — aber KEIN sauberer EUR-Anker im Web (Snippets ohne €); daher geschätzt aus Operator-Band ~€400 (24TS-LL) -> ~€4.000 (48FPD-L/48FPD-I) + monoton Portzahl×Uplink(S<D)×PoE(T<L/P<F)×Featureset(LAN Lite<LAN Base<IP Lite); XR>X (L3+duale PSU). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48-Port LAN Base PoE-370 10G
WS-C2960X-24PD-L,"1500,00","Genuine-New-Sealed ONLY (Catalyst 2960-X/XR, EoS, abgelöst durch Catalyst 9200): HÖCHSTES Refurb-Risiko im Katalog (riesiger Gebrauchtmarkt). Refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Genuine new-sealed existiert (hi-network 'Sealed New', Amazon 'New Sealed Non-Chinese-Serial', NetworkTigers 'new', Netmode) — aber KEIN sauberer EUR-Anker im Web (Snippets ohne €); daher geschätzt aus Operator-Band ~€400 (24TS-LL) -> ~€4.000 (48FPD-L/48FPD-I) + monoton Portzahl×Uplink(S<D)×PoE(T<L/P<F)×Featureset(LAN Lite<LAN Base<IP Lite); XR>X (L3+duale PSU). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24-Port LAN Base PoE-370 10G
WS-C2960X-48TD-L,"1550,00","Genuine-New-Sealed ONLY (Catalyst 2960-X/XR, EoS, abgelöst durch Catalyst 9200): HÖCHSTES Refurb-Risiko im Katalog (riesiger Gebrauchtmarkt). Refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Genuine new-sealed existiert (hi-network 'Sealed New', Amazon 'New Sealed Non-Chinese-Serial', NetworkTigers 'new', Netmode) — aber KEIN sauberer EUR-Anker im Web (Snippets ohne €); daher geschätzt aus Operator-Band ~€400 (24TS-LL) -> ~€4.000 (48FPD-L/48FPD-I) + monoton Portzahl×Uplink(S<D)×PoE(T<L/P<F)×Featureset(LAN Lite<LAN Base<IP Lite); XR>X (L3+duale PSU). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48-Port LAN Base data 10G
WS-C2960X-24TD-L,"1000,00","Genuine-New-Sealed ONLY (Catalyst 2960-X/XR, EoS, abgelöst durch Catalyst 9200): HÖCHSTES Refurb-Risiko im Katalog (riesiger Gebrauchtmarkt). Refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Genuine new-sealed existiert (hi-network 'Sealed New', Amazon 'New Sealed Non-Chinese-Serial', NetworkTigers 'new', Netmode) — aber KEIN sauberer EUR-Anker im Web (Snippets ohne €); daher geschätzt aus Operator-Band ~€400 (24TS-LL) -> ~€4.000 (48FPD-L/48FPD-I) + monoton Portzahl×Uplink(S<D)×PoE(T<L/P<F)×Featureset(LAN Lite<LAN Base<IP Lite); XR>X (L3+duale PSU). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24-Port LAN Base data 10G-Uplink
WS-C2960X-48FPS-L,"2300,00","Genuine-New-Sealed ONLY (Catalyst 2960-X/XR, EoS, abgelöst durch Catalyst 9200): HÖCHSTES Refurb-Risiko im Katalog (riesiger Gebrauchtmarkt). Refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Genuine new-sealed existiert (hi-network 'Sealed New', Amazon 'New Sealed Non-Chinese-Serial', NetworkTigers 'new', Netmode) — aber KEIN sauberer EUR-Anker im Web (Snippets ohne €); daher geschätzt aus Operator-Band ~€400 (24TS-LL) -> ~€4.000 (48FPD-L/48FPD-I) + monoton Portzahl×Uplink(S<D)×PoE(T<L/P<F)×Featureset(LAN Lite<LAN Base<IP Lite); XR>X (L3+duale PSU). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48-Port LAN Base PoE-740 1G
WS-C2960X-48LPS-L,"1700,00","Genuine-New-Sealed ONLY (Catalyst 2960-X/XR, EoS, abgelöst durch Catalyst 9200): HÖCHSTES Refurb-Risiko im Katalog (riesiger Gebrauchtmarkt). Refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Genuine new-sealed existiert (hi-network 'Sealed New', Amazon 'New Sealed Non-Chinese-Serial', NetworkTigers 'new', Netmode) — aber KEIN sauberer EUR-Anker im Web (Snippets ohne €); daher geschätzt aus Operator-Band ~€400 (24TS-LL) -> ~€4.000 (48FPD-L/48FPD-I) + monoton Portzahl×Uplink(S<D)×PoE(T<L/P<F)×Featureset(LAN Lite<LAN Base<IP Lite); XR>X (L3+duale PSU). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48-Port LAN Base PoE-370 1G
WS-C2960X-24PS-L,"1100,00","Genuine-New-Sealed ONLY (Catalyst 2960-X/XR, EoS, abgelöst durch Catalyst 9200): HÖCHSTES Refurb-Risiko im Katalog (riesiger Gebrauchtmarkt). Refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Genuine new-sealed existiert (hi-network 'Sealed New', Amazon 'New Sealed Non-Chinese-Serial', NetworkTigers 'new', Netmode) — aber KEIN sauberer EUR-Anker im Web (Snippets ohne €); daher geschätzt aus Operator-Band ~€400 (24TS-LL) -> ~€4.000 (48FPD-L/48FPD-I) + monoton Portzahl×Uplink(S<D)×PoE(T<L/P<F)×Featureset(LAN Lite<LAN Base<IP Lite); XR>X (L3+duale PSU). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24-Port LAN Base PoE-370 1G
WS-C2960X-24PSQ-L,"800,00","Genuine-New-Sealed ONLY (Catalyst 2960-X/XR, EoS, abgelöst durch Catalyst 9200): HÖCHSTES Refurb-Risiko im Katalog (riesiger Gebrauchtmarkt). Refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Genuine new-sealed existiert (hi-network 'Sealed New', Amazon 'New Sealed Non-Chinese-Serial', NetworkTigers 'new', Netmode) — aber KEIN sauberer EUR-Anker im Web (Snippets ohne €); daher geschätzt aus Operator-Band ~€400 (24TS-LL) -> ~€4.000 (48FPD-L/48FPD-I) + monoton Portzahl×Uplink(S<D)×PoE(T<L/P<F)×Featureset(LAN Lite<LAN Base<IP Lite); XR>X (L3+duale PSU). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24-Port LAN Base 110W-PoE compact (no-stack)
WS-C2960X-48TS-L,"1050,00","Genuine-New-Sealed ONLY (Catalyst 2960-X/XR, EoS, abgelöst durch Catalyst 9200): HÖCHSTES Refurb-Risiko im Katalog (riesiger Gebrauchtmarkt). Refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Genuine new-sealed existiert (hi-network 'Sealed New', Amazon 'New Sealed Non-Chinese-Serial', NetworkTigers 'new', Netmode) — aber KEIN sauberer EUR-Anker im Web (Snippets ohne €); daher geschätzt aus Operator-Band ~€400 (24TS-LL) -> ~€4.000 (48FPD-L/48FPD-I) + monoton Portzahl×Uplink(S<D)×PoE(T<L/P<F)×Featureset(LAN Lite<LAN Base<IP Lite); XR>X (L3+duale PSU). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48-Port LAN Base data 1G
WS-C2960X-24TS-L,"600,00","Genuine-New-Sealed ONLY (Catalyst 2960-X/XR, EoS, abgelöst durch Catalyst 9200): HÖCHSTES Refurb-Risiko im Katalog (riesiger Gebrauchtmarkt). Refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Genuine new-sealed existiert (hi-network 'Sealed New', Amazon 'New Sealed Non-Chinese-Serial', NetworkTigers 'new', Netmode) — aber KEIN sauberer EUR-Anker im Web (Snippets ohne €); daher geschätzt aus Operator-Band ~€400 (24TS-LL) -> ~€4.000 (48FPD-L/48FPD-I) + monoton Portzahl×Uplink(S<D)×PoE(T<L/P<F)×Featureset(LAN Lite<LAN Base<IP Lite); XR>X (L3+duale PSU). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24-Port LAN Base data 1G-Uplink
WS-C2960X-48TS-LL,"650,00","Genuine-New-Sealed ONLY (Catalyst 2960-X/XR, EoS, abgelöst durch Catalyst 9200): HÖCHSTES Refurb-Risiko im Katalog (riesiger Gebrauchtmarkt). Refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Genuine new-sealed existiert (hi-network 'Sealed New', Amazon 'New Sealed Non-Chinese-Serial', NetworkTigers 'new', Netmode) — aber KEIN sauberer EUR-Anker im Web (Snippets ohne €); daher geschätzt aus Operator-Band ~€400 (24TS-LL) -> ~€4.000 (48FPD-L/48FPD-I) + monoton Portzahl×Uplink(S<D)×PoE(T<L/P<F)×Featureset(LAN Lite<LAN Base<IP Lite); XR>X (L3+duale PSU). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48-Port LAN Lite
WS-C2960X-24TS-LL,"400,00","Genuine-New-Sealed ONLY (Catalyst 2960-X/XR, EoS, abgelöst durch Catalyst 9200): HÖCHSTES Refurb-Risiko im Katalog (riesiger Gebrauchtmarkt). Refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Genuine new-sealed existiert (hi-network 'Sealed New', Amazon 'New Sealed Non-Chinese-Serial', NetworkTigers 'new', Netmode) — aber KEIN sauberer EUR-Anker im Web (Snippets ohne €); daher geschätzt aus Operator-Band ~€400 (24TS-LL) -> ~€4.000 (48FPD-L/48FPD-I) + monoton Portzahl×Uplink(S<D)×PoE(T<L/P<F)×Featureset(LAN Lite<LAN Base<IP Lite); XR>X (L3+duale PSU). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,Operator-Floor: 24-Port LAN Lite no-PoE
WS-C2960XR-48FPD-I,"4000,00","Genuine-New-Sealed ONLY (Catalyst 2960-X/XR, EoS, abgelöst durch Catalyst 9200): HÖCHSTES Refurb-Risiko im Katalog (riesiger Gebrauchtmarkt). Refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Genuine new-sealed existiert (hi-network 'Sealed New', Amazon 'New Sealed Non-Chinese-Serial', NetworkTigers 'new', Netmode) — aber KEIN sauberer EUR-Anker im Web (Snippets ohne €); daher geschätzt aus Operator-Band ~€400 (24TS-LL) -> ~€4.000 (48FPD-L/48FPD-I) + monoton Portzahl×Uplink(S<D)×PoE(T<L/P<F)×Featureset(LAN Lite<LAN Base<IP Lite); XR>X (L3+duale PSU). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,Operator-Ceiling: 48-Port IP-Lite L3 PoE-740 10G
WS-C2960XR-48LPD-I,"2900,00","Genuine-New-Sealed ONLY (Catalyst 2960-X/XR, EoS, abgelöst durch Catalyst 9200): HÖCHSTES Refurb-Risiko im Katalog (riesiger Gebrauchtmarkt). Refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Genuine new-sealed existiert (hi-network 'Sealed New', Amazon 'New Sealed Non-Chinese-Serial', NetworkTigers 'new', Netmode) — aber KEIN sauberer EUR-Anker im Web (Snippets ohne €); daher geschätzt aus Operator-Band ~€400 (24TS-LL) -> ~€4.000 (48FPD-L/48FPD-I) + monoton Portzahl×Uplink(S<D)×PoE(T<L/P<F)×Featureset(LAN Lite<LAN Base<IP Lite); XR>X (L3+duale PSU). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,48-Port IP-Lite L3 PoE-370 10G
WS-C2960XR-24PD-I,"2150,00","Genuine-New-Sealed ONLY (Catalyst 2960-X/XR, EoS, abgelöst durch Catalyst 9200): HÖCHSTES Refurb-Risiko im Katalog (riesiger Gebrauchtmarkt). Refurb/used/pulled/remanufactured/generic HART ABGELEHNT. Genuine new-sealed existiert (hi-network 'Sealed New', Amazon 'New Sealed Non-Chinese-Serial', NetworkTigers 'new', Netmode) — aber KEIN sauberer EUR-Anker im Web (Snippets ohne €); daher geschätzt aus Operator-Band ~€400 (24TS-LL) -> ~€4.000 (48FPD-L/48FPD-I) + monoton Portzahl×Uplink(S<D)×PoE(T<L/P<F)×Featureset(LAN Lite<LAN Base<IP Lite); XR>X (L3+duale PSU). Vor Listung Sourcing bestätigen.",geschätzt-aus-Vergleich,24-Port IP-Lite L3 PoE-370 10G
