Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
N2K-C2148T,,condition,Funktionsattribut,Wertliste,Deutsch,new
N2K-C2224TP-1GE,,condition,Funktionsattribut,Wertliste,Deutsch,new
N2K-C2248TP-1GE,,condition,Funktionsattribut,Wertliste,Deutsch,new
N2K-C2248TP-E-1GE,,condition,Funktionsattribut,Wertliste,Deutsch,new
N2K-C2232PP-10GE,,condition,Funktionsattribut,Wertliste,Deutsch,new
N2K-C2248PQ-10GE,,condition,Funktionsattribut,Wertliste,Deutsch,new
N2K-C2232TM-10GE,,condition,Funktionsattribut,Wertliste,Deutsch,new
N2K-C2232TM-E-10GE,,condition,Funktionsattribut,Wertliste,Deutsch,new
N2K-C2348UPQ-10GE,,condition,Funktionsattribut,Wertliste,Deutsch,new
N2K-C2348TQ-10GE,,condition,Funktionsattribut,Wertliste,Deutsch,new
N2K-C2332TQ-10GE,,condition,Funktionsattribut,Wertliste,Deutsch,new
N2K-C2348TQ-E-10GE,,condition,Funktionsattribut,Wertliste,Deutsch,new
