Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
N2K-B22HP-P,,Switch,Switch-Typ,Fabric Extender,1,Wertliste,Attribut
N2K-B22HP-P,,Switch,Layer,Fabric Extender,2,Wertliste,Attribut
N2K-B22HP-P,,Switch,Portanzahl,16,3,Wertliste,Attribut
N2K-B22HP-P,,Switch,Port-Konfiguration,"16× 1/10GBASE-KR (intern, Midplane, Host); acht 10G-SFP+ Fabric-Uplinks",4,Wertliste,Attribut
N2K-B22HP-P,,Switch,Port-Geschwindigkeit,"1/10 GbE (10GBASE-KR, intern)",5,Wertliste,Attribut
N2K-B22HP-P,,Switch,Uplink-Ports,8× 10G-SFP+,6,Wertliste,Attribut
N2K-B22HP-P,,Switch,PoE,Nein,7,Wertliste,Attribut
N2K-B22HP-P,,Switch,Switching-Kapazität,400 Gbit/s,8,Wertliste,Attribut
N2K-B22HP-P,,Switch,Durchsatz,297 Mpps,9,Wertliste,Attribut
N2K-B22HP-P,,Switch,Bauform,Blade-I/O-Modul (steckt im Blade-Chassis),10,Wertliste,Attribut
N2K-B22HP-P,,Switch,Stromversorgung,über Blade-Chassis (kein eigenes Netzteil),11,Wertliste,Attribut
N2K-B22HP-P,,Switch,Kühlung,über Blade-Chassis,12,Wertliste,Attribut
N2K-B22HP-P,,Switch,Stacking,Nein,13,Wertliste,Attribut
N2K-B22HP-P,,Switch,Betriebstemperatur,10 bis 40 °C,14,Wertliste,Attribut
N2K-B22HP-P,,Switch,Anwendung,"Blade-Fabric-Extender (HP BladeSystem) – 16 interne 10GBASE-KR-Host-Ports (Midplane) zu den Blade-Servern; Fabric über acht 10G-SFP+ zum Parent; transparent vom Parent (NX-OS) verwaltet, kein eigenes OS; Blade-Chassis HP c3000/c7000; Parent: Nexus 5000/6000/7000; Oversubscription 2:1; FCoE/DCB",15,Wertliste,Attribut
N2K-B22FTS-P,,Switch,Switch-Typ,Fabric Extender,1,Wertliste,Attribut
N2K-B22FTS-P,,Switch,Layer,Fabric Extender,2,Wertliste,Attribut
N2K-B22FTS-P,,Switch,Portanzahl,16,3,Wertliste,Attribut
N2K-B22FTS-P,,Switch,Port-Konfiguration,"16× 10GBASE-KR (intern, Midplane, Host); acht 10G-SFP+ Fabric-Uplinks",4,Wertliste,Attribut
N2K-B22FTS-P,,Switch,Port-Geschwindigkeit,"10 GbE (10GBASE-KR, intern)",5,Wertliste,Attribut
N2K-B22FTS-P,,Switch,Uplink-Ports,8× 10G-SFP+,6,Wertliste,Attribut
N2K-B22FTS-P,,Switch,PoE,Nein,7,Wertliste,Attribut
N2K-B22FTS-P,,Switch,Switching-Kapazität,400 Gbit/s,8,Wertliste,Attribut
N2K-B22FTS-P,,Switch,Durchsatz,297 Mpps,9,Wertliste,Attribut
N2K-B22FTS-P,,Switch,Bauform,Blade-I/O-Modul (steckt im Blade-Chassis),10,Wertliste,Attribut
N2K-B22FTS-P,,Switch,Stromversorgung,über Blade-Chassis (kein eigenes Netzteil),11,Wertliste,Attribut
N2K-B22FTS-P,,Switch,Kühlung,über Blade-Chassis,12,Wertliste,Attribut
N2K-B22FTS-P,,Switch,Stacking,Nein,13,Wertliste,Attribut
N2K-B22FTS-P,,Switch,Betriebstemperatur,10 bis 40 °C,14,Wertliste,Attribut
N2K-B22FTS-P,,Switch,Anwendung,"Blade-Fabric-Extender (Fujitsu PRIMERGY) – 16 interne 10GBASE-KR-Host-Ports (Midplane) zu den Blade-Servern; Fabric über acht 10G-SFP+ zum Parent; transparent vom Parent (NX-OS) verwaltet, kein eigenes OS; Blade-Chassis Fujitsu PRIMERGY BX400/BX900; Parent: Nexus 5000/6000; Oversubscription 2:1; FCoE/DCB",15,Wertliste,Attribut
N2K-B22IBM-P,,Switch,Switch-Typ,Fabric Extender,1,Wertliste,Attribut
N2K-B22IBM-P,,Switch,Layer,Fabric Extender,2,Wertliste,Attribut
N2K-B22IBM-P,,Switch,Portanzahl,14,3,Wertliste,Attribut
