Artikelnummer,Attributgruppe,Attributname,Attributart,Datentyp,Sprache,Attributwert
SF550X-24,,condition,Funktionsattribut,Wertliste,Deutsch,new
SF550X-24P,,condition,Funktionsattribut,Wertliste,Deutsch,new
SF550X-24MP,,condition,Funktionsattribut,Wertliste,Deutsch,new
SF550X-48,,condition,Funktionsattribut,Wertliste,Deutsch,new
SF550X-48P,,condition,Funktionsattribut,Wertliste,Deutsch,new
SF550X-48MP,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG550X-24,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG550X-24P,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG550X-24MP,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG550X-24MPP,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG550X-48,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG550X-48P,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG550X-48MP,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG550XG-8F8T,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG550XG-24F,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG550XG-24T,,condition,Funktionsattribut,Wertliste,Deutsch,new
SG550XG-48T,,condition,Funktionsattribut,Wertliste,Deutsch,new
SX550X-12F,,condition,Funktionsattribut,Wertliste,Deutsch,new
SX550X-16FT,,condition,Funktionsattribut,Wertliste,Deutsch,new
SX550X-24FT,,condition,Funktionsattribut,Wertliste,Deutsch,new
SX550X-24F,,condition,Funktionsattribut,Wertliste,Deutsch,new
SX550X-24,,condition,Funktionsattribut,Wertliste,Deutsch,new
SX550X-52,,condition,Funktionsattribut,Wertliste,Deutsch,new
