Artikelnummer,Netto-VK,Anker-Quelle,Methode,Anker-PN
SF550X-24,"450,00","Genuine-New-Sealed SMB-EoS Spitze (Cisco 550X, EoS: SF550X+SG550XG 20.12.2019, SG550X/SX550X ~2021): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Oberes Ende des SMB-Bands (L3-Routing + 8er-Stack + RPS/N+1-Lüfter-Redundanz = Aufpreis über 350X). Operator-Band ~€450 (SF550X-24) -> ~€4.500 (SX550X-52/SG550XG-48T). Refurb HART ignoriert. Monoton Portzahl×Geschwindigkeit (FE<1G<10G)×PoE (kein<P<MP<MPP); reine 10G-XG/SX bilden das obere Band; MPP=Doppel-PoE-Aufpreis.",geschätzt-aus-Vergleich,Operator-Band-Floor: 24-Port FE no-PoE
SF550X-24P,"700,00","Genuine-New-Sealed SMB-EoS Spitze (Cisco 550X, EoS: SF550X+SG550XG 20.12.2019, SG550X/SX550X ~2021): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Oberes Ende des SMB-Bands (L3-Routing + 8er-Stack + RPS/N+1-Lüfter-Redundanz = Aufpreis über 350X). Operator-Band ~€450 (SF550X-24) -> ~€4.500 (SX550X-52/SG550XG-48T). Refurb HART ignoriert. Monoton Portzahl×Geschwindigkeit (FE<1G<10G)×PoE (kein<P<MP<MPP); reine 10G-XG/SX bilden das obere Band; MPP=Doppel-PoE-Aufpreis.",geschätzt-aus-Vergleich,24FE PoE-195W
SF550X-24MP,"900,00","Genuine-New-Sealed SMB-EoS Spitze (Cisco 550X, EoS: SF550X+SG550XG 20.12.2019, SG550X/SX550X ~2021): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Oberes Ende des SMB-Bands (L3-Routing + 8er-Stack + RPS/N+1-Lüfter-Redundanz = Aufpreis über 350X). Operator-Band ~€450 (SF550X-24) -> ~€4.500 (SX550X-52/SG550XG-48T). Refurb HART ignoriert. Monoton Portzahl×Geschwindigkeit (FE<1G<10G)×PoE (kein<P<MP<MPP); reine 10G-XG/SX bilden das obere Band; MPP=Doppel-PoE-Aufpreis.",geschätzt-aus-Vergleich,24FE PoE-382W
SF550X-48,"750,00","Genuine-New-Sealed SMB-EoS Spitze (Cisco 550X, EoS: SF550X+SG550XG 20.12.2019, SG550X/SX550X ~2021): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Oberes Ende des SMB-Bands (L3-Routing + 8er-Stack + RPS/N+1-Lüfter-Redundanz = Aufpreis über 350X). Operator-Band ~€450 (SF550X-24) -> ~€4.500 (SX550X-52/SG550XG-48T). Refurb HART ignoriert. Monoton Portzahl×Geschwindigkeit (FE<1G<10G)×PoE (kein<P<MP<MPP); reine 10G-XG/SX bilden das obere Band; MPP=Doppel-PoE-Aufpreis.",geschätzt-aus-Vergleich,48FE no-PoE
SF550X-48P,"1100,00","Genuine-New-Sealed SMB-EoS Spitze (Cisco 550X, EoS: SF550X+SG550XG 20.12.2019, SG550X/SX550X ~2021): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Oberes Ende des SMB-Bands (L3-Routing + 8er-Stack + RPS/N+1-Lüfter-Redundanz = Aufpreis über 350X). Operator-Band ~€450 (SF550X-24) -> ~€4.500 (SX550X-52/SG550XG-48T). Refurb HART ignoriert. Monoton Portzahl×Geschwindigkeit (FE<1G<10G)×PoE (kein<P<MP<MPP); reine 10G-XG/SX bilden das obere Band; MPP=Doppel-PoE-Aufpreis.",geschätzt-aus-Vergleich,48FE PoE-382W
SF550X-48MP,"1450,00","Genuine-New-Sealed SMB-EoS Spitze (Cisco 550X, EoS: SF550X+SG550XG 20.12.2019, SG550X/SX550X ~2021): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Oberes Ende des SMB-Bands (L3-Routing + 8er-Stack + RPS/N+1-Lüfter-Redundanz = Aufpreis über 350X). Operator-Band ~€450 (SF550X-24) -> ~€4.500 (SX550X-52/SG550XG-48T). Refurb HART ignoriert. Monoton Portzahl×Geschwindigkeit (FE<1G<10G)×PoE (kein<P<MP<MPP); reine 10G-XG/SX bilden das obere Band; MPP=Doppel-PoE-Aufpreis.",geschätzt-aus-Vergleich,48FE PoE-740W
SG550X-24,"650,00","Genuine-New-Sealed SMB-EoS Spitze (Cisco 550X, EoS: SF550X+SG550XG 20.12.2019, SG550X/SX550X ~2021): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Oberes Ende des SMB-Bands (L3-Routing + 8er-Stack + RPS/N+1-Lüfter-Redundanz = Aufpreis über 350X). Operator-Band ~€450 (SF550X-24) -> ~€4.500 (SX550X-52/SG550XG-48T). Refurb HART ignoriert. Monoton Portzahl×Geschwindigkeit (FE<1G<10G)×PoE (kein<P<MP<MPP); reine 10G-XG/SX bilden das obere Band; MPP=Doppel-PoE-Aufpreis.",geschätzt-aus-Vergleich,24x1G no-PoE (>FE)
SG550X-24P,"950,00","Genuine-New-Sealed SMB-EoS Spitze (Cisco 550X, EoS: SF550X+SG550XG 20.12.2019, SG550X/SX550X ~2021): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Oberes Ende des SMB-Bands (L3-Routing + 8er-Stack + RPS/N+1-Lüfter-Redundanz = Aufpreis über 350X). Operator-Band ~€450 (SF550X-24) -> ~€4.500 (SX550X-52/SG550XG-48T). Refurb HART ignoriert. Monoton Portzahl×Geschwindigkeit (FE<1G<10G)×PoE (kein<P<MP<MPP); reine 10G-XG/SX bilden das obere Band; MPP=Doppel-PoE-Aufpreis.",geschätzt-aus-Vergleich,24x1G PoE-195W
SG550X-24MP,"1200,00","Genuine-New-Sealed SMB-EoS Spitze (Cisco 550X, EoS: SF550X+SG550XG 20.12.2019, SG550X/SX550X ~2021): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Oberes Ende des SMB-Bands (L3-Routing + 8er-Stack + RPS/N+1-Lüfter-Redundanz = Aufpreis über 350X). Operator-Band ~€450 (SF550X-24) -> ~€4.500 (SX550X-52/SG550XG-48T). Refurb HART ignoriert. Monoton Portzahl×Geschwindigkeit (FE<1G<10G)×PoE (kein<P<MP<MPP); reine 10G-XG/SX bilden das obere Band; MPP=Doppel-PoE-Aufpreis.",geschätzt-aus-Vergleich,24x1G PoE-382W
SG550X-24MPP,"1500,00","Genuine-New-Sealed SMB-EoS Spitze (Cisco 550X, EoS: SF550X+SG550XG 20.12.2019, SG550X/SX550X ~2021): Restkanal neu-sealed (Senetic/Bechtle/ALSO). Oberes Ende des SMB-Bands (L3-Routing + 8er-Stack + RPS/N+1-Lüfter-Redundanz = Aufpreis über 350X). Operator-Band ~€450 (SF550X-24) -> ~€4.500 (SX550X-52/SG550XG-48T). Refurb HART ignoriert. Monoton Portzahl×Geschwindigkeit (FE<1G<10G)×PoE (kein<P<MP<MPP); reine 10G-XG/SX bilden das obere Band; MPP=Doppel-PoE-Aufpreis.",geschätzt-aus-Vergleich,24x1G PoE-740W Doppel-Budget
