Artikelnummer,FAQ
SF550X-24,"Wie viele Ports hat der SF550X-24?||Der SF550X-24 bietet insgesamt 28 Ports: 24× FE-RJ45 + 2× 10G-Combo + 2× 10G-SFP+.##Welche Routing- und Stacking-Funktionen hat der SF550X-24?||Der SF550X-24 ist ein Layer-3-Switch mit dynamischem Routing (RIP v2, VRRP bis 255 virtuelle Router, Policy-Based Routing, IP-SLA-Tracking) und stapelt per echtem Hardware-Stacking bis zu acht Einheiten (400 Ports, Hybrid-Stack) unter einer Verwaltungs-IP.##Hat der SF550X-24 PoE?||Nein, der SF550X-24 ist ein reiner 10G-L3-Aggregations-Switch ohne PoE-Einspeisung (24× FE-RJ45 + 2× 10G-Combo + 2× 10G-SFP+).##Wie wird der SF550X-24 verwaltet und ist er noch aktuell?||Der SF550X-24 läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 550X-Serie ist abgekündigt (End-of-Sale Dezember 2019); der SF550X-24 bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SF550X-24P,"Wie viele Ports hat der SF550X-24P?||Der SF550X-24P bietet insgesamt 28 Ports: 24× FE-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+.##Welche Routing- und Stacking-Funktionen hat der SF550X-24P?||Der SF550X-24P ist ein Layer-3-Switch mit dynamischem Routing (RIP v2, VRRP bis 255 virtuelle Router, Policy-Based Routing, IP-SLA-Tracking) und stapelt per echtem Hardware-Stacking bis zu acht Einheiten (400 Ports, Hybrid-Stack) unter einer Verwaltungs-IP.##Welches PoE-Budget hat der SF550X-24P?||Der SF550X-24P liefert PoE+ (802.3af/at) inkl. 8× 60-W-PoE-Ports mit insgesamt 195 W für Access-Points, Kameras und IP-Telefone.##Wie wird der SF550X-24P verwaltet und ist er noch aktuell?||Der SF550X-24P läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 550X-Serie ist abgekündigt (End-of-Sale Dezember 2019); der SF550X-24P bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SF550X-24MP,"Wie viele Ports hat der SF550X-24MP?||Der SF550X-24MP bietet insgesamt 28 Ports: 24× FE-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+.##Welche Routing- und Stacking-Funktionen hat der SF550X-24MP?||Der SF550X-24MP ist ein Layer-3-Switch mit dynamischem Routing (RIP v2, VRRP bis 255 virtuelle Router, Policy-Based Routing, IP-SLA-Tracking) und stapelt per echtem Hardware-Stacking bis zu acht Einheiten (400 Ports, Hybrid-Stack) unter einer Verwaltungs-IP.##Welches PoE-Budget hat der SF550X-24MP?||Der SF550X-24MP liefert PoE+ (802.3af/at) inkl. 8× 60-W-PoE-Ports mit insgesamt 382 W für Access-Points, Kameras und IP-Telefone.##Wie wird der SF550X-24MP verwaltet und ist er noch aktuell?||Der SF550X-24MP läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 550X-Serie ist abgekündigt (End-of-Sale Dezember 2019); der SF550X-24MP bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SF550X-48,"Wie viele Ports hat der SF550X-48?||Der SF550X-48 bietet insgesamt 52 Ports: 48× FE-RJ45 + 2× 10G-Combo + 2× 10G-SFP+.##Welche Routing- und Stacking-Funktionen hat der SF550X-48?||Der SF550X-48 ist ein Layer-3-Switch mit dynamischem Routing (RIP v2, VRRP bis 255 virtuelle Router, Policy-Based Routing, IP-SLA-Tracking) und stapelt per echtem Hardware-Stacking bis zu acht Einheiten (400 Ports, Hybrid-Stack) unter einer Verwaltungs-IP.##Hat der SF550X-48 PoE?||Nein, der SF550X-48 ist ein reiner 10G-L3-Aggregations-Switch ohne PoE-Einspeisung (48× FE-RJ45 + 2× 10G-Combo + 2× 10G-SFP+).##Wie wird der SF550X-48 verwaltet und ist er noch aktuell?||Der SF550X-48 läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 550X-Serie ist abgekündigt (End-of-Sale Dezember 2019); der SF550X-48 bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SF550X-48P,"Wie viele Ports hat der SF550X-48P?||Der SF550X-48P bietet insgesamt 52 Ports: 48× FE-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+.##Welche Routing- und Stacking-Funktionen hat der SF550X-48P?||Der SF550X-48P ist ein Layer-3-Switch mit dynamischem Routing (RIP v2, VRRP bis 255 virtuelle Router, Policy-Based Routing, IP-SLA-Tracking) und stapelt per echtem Hardware-Stacking bis zu acht Einheiten (400 Ports, Hybrid-Stack) unter einer Verwaltungs-IP.##Welches PoE-Budget hat der SF550X-48P?||Der SF550X-48P liefert PoE+ (802.3af/at) inkl. 16× 60-W-PoE-Ports mit insgesamt 382 W für Access-Points, Kameras und IP-Telefone.##Wie wird der SF550X-48P verwaltet und ist er noch aktuell?||Der SF550X-48P läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 550X-Serie ist abgekündigt (End-of-Sale Dezember 2019); der SF550X-48P bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SF550X-48MP,"Wie viele Ports hat der SF550X-48MP?||Der SF550X-48MP bietet insgesamt 52 Ports: 48× FE-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+.##Welche Routing- und Stacking-Funktionen hat der SF550X-48MP?||Der SF550X-48MP ist ein Layer-3-Switch mit dynamischem Routing (RIP v2, VRRP bis 255 virtuelle Router, Policy-Based Routing, IP-SLA-Tracking) und stapelt per echtem Hardware-Stacking bis zu acht Einheiten (400 Ports, Hybrid-Stack) unter einer Verwaltungs-IP.##Welches PoE-Budget hat der SF550X-48MP?||Der SF550X-48MP liefert PoE+ (802.3af/at) inkl. 16× 60-W-PoE-Ports mit insgesamt 740 W für Access-Points, Kameras und IP-Telefone.##Wie wird der SF550X-48MP verwaltet und ist er noch aktuell?||Der SF550X-48MP läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 550X-Serie ist abgekündigt (End-of-Sale Dezember 2019); der SF550X-48MP bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SG550X-24,"Wie viele Ports hat der SG550X-24?||Der SG550X-24 bietet insgesamt 28 Ports: 24× 1G-RJ45 + 2× 10G-Combo + 2× 10G-SFP+.##Welche Routing- und Stacking-Funktionen hat der SG550X-24?||Der SG550X-24 ist ein Layer-3-Switch mit dynamischem Routing (RIP v2, VRRP bis 255 virtuelle Router, Policy-Based Routing, IP-SLA-Tracking) und stapelt per echtem Hardware-Stacking bis zu acht Einheiten (400 Ports, Hybrid-Stack) unter einer Verwaltungs-IP.##Hat der SG550X-24 PoE?||Nein, der SG550X-24 ist ein reiner 10G-L3-Aggregations-Switch ohne PoE-Einspeisung (24× 1G-RJ45 + 2× 10G-Combo + 2× 10G-SFP+).##Wie wird der SG550X-24 verwaltet und ist er noch aktuell?||Der SG550X-24 läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 550X-Serie ist abgekündigt (End-of-Sale 2021); der SG550X-24 bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SG550X-24P,"Wie viele Ports hat der SG550X-24P?||Der SG550X-24P bietet insgesamt 28 Ports: 24× 1G-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+.##Welche Routing- und Stacking-Funktionen hat der SG550X-24P?||Der SG550X-24P ist ein Layer-3-Switch mit dynamischem Routing (RIP v2, VRRP bis 255 virtuelle Router, Policy-Based Routing, IP-SLA-Tracking) und stapelt per echtem Hardware-Stacking bis zu acht Einheiten (400 Ports, Hybrid-Stack) unter einer Verwaltungs-IP.##Welches PoE-Budget hat der SG550X-24P?||Der SG550X-24P liefert PoE+ (802.3af/at) inkl. 8× 60-W-PoE-Ports mit insgesamt 195 W für Access-Points, Kameras und IP-Telefone.##Wie wird der SG550X-24P verwaltet und ist er noch aktuell?||Der SG550X-24P läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 550X-Serie ist abgekündigt (End-of-Sale 2021); der SG550X-24P bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SG550X-24MP,"Wie viele Ports hat der SG550X-24MP?||Der SG550X-24MP bietet insgesamt 28 Ports: 24× 1G-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+.##Welche Routing- und Stacking-Funktionen hat der SG550X-24MP?||Der SG550X-24MP ist ein Layer-3-Switch mit dynamischem Routing (RIP v2, VRRP bis 255 virtuelle Router, Policy-Based Routing, IP-SLA-Tracking) und stapelt per echtem Hardware-Stacking bis zu acht Einheiten (400 Ports, Hybrid-Stack) unter einer Verwaltungs-IP.##Welches PoE-Budget hat der SG550X-24MP?||Der SG550X-24MP liefert PoE+ (802.3af/at) inkl. 8× 60-W-PoE-Ports mit insgesamt 382 W für Access-Points, Kameras und IP-Telefone.##Wie wird der SG550X-24MP verwaltet und ist er noch aktuell?||Der SG550X-24MP läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 550X-Serie ist abgekündigt (End-of-Sale 2021); der SG550X-24MP bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SG550X-24MPP,"Wie viele Ports hat der SG550X-24MPP?||Der SG550X-24MPP bietet insgesamt 28 Ports: 24× 1G-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+.##Welche Routing- und Stacking-Funktionen hat der SG550X-24MPP?||Der SG550X-24MPP ist ein Layer-3-Switch mit dynamischem Routing (RIP v2, VRRP bis 255 virtuelle Router, Policy-Based Routing, IP-SLA-Tracking) und stapelt per echtem Hardware-Stacking bis zu acht Einheiten (400 Ports, Hybrid-Stack) unter einer Verwaltungs-IP.##Welches PoE-Budget hat der SG550X-24MPP?||Der SG550X-24MPP liefert PoE+ (802.3af/at) inkl. 8× 60-W-PoE-Ports mit insgesamt 740 W (Doppel-Budget) für Access-Points, Kameras und IP-Telefone.##Wie wird der SG550X-24MPP verwaltet und ist er noch aktuell?||Der SG550X-24MPP läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 550X-Serie ist abgekündigt (End-of-Sale 2021); der SG550X-24MPP bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SG550X-48,"Wie viele Ports hat der SG550X-48?||Der SG550X-48 bietet insgesamt 52 Ports: 48× 1G-RJ45 + 2× 10G-Combo + 2× 10G-SFP+.##Welche Routing- und Stacking-Funktionen hat der SG550X-48?||Der SG550X-48 ist ein Layer-3-Switch mit dynamischem Routing (RIP v2, VRRP bis 255 virtuelle Router, Policy-Based Routing, IP-SLA-Tracking) und stapelt per echtem Hardware-Stacking bis zu acht Einheiten (400 Ports, Hybrid-Stack) unter einer Verwaltungs-IP.##Hat der SG550X-48 PoE?||Nein, der SG550X-48 ist ein reiner 10G-L3-Aggregations-Switch ohne PoE-Einspeisung (48× 1G-RJ45 + 2× 10G-Combo + 2× 10G-SFP+).##Wie wird der SG550X-48 verwaltet und ist er noch aktuell?||Der SG550X-48 läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 550X-Serie ist abgekündigt (End-of-Sale 2021); der SG550X-48 bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
SG550X-48P,"Wie viele Ports hat der SG550X-48P?||Der SG550X-48P bietet insgesamt 52 Ports: 48× 1G-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+.##Welche Routing- und Stacking-Funktionen hat der SG550X-48P?||Der SG550X-48P ist ein Layer-3-Switch mit dynamischem Routing (RIP v2, VRRP bis 255 virtuelle Router, Policy-Based Routing, IP-SLA-Tracking) und stapelt per echtem Hardware-Stacking bis zu acht Einheiten (400 Ports, Hybrid-Stack) unter einer Verwaltungs-IP.##Welches PoE-Budget hat der SG550X-48P?||Der SG550X-48P liefert PoE+ (802.3af/at) inkl. 16× 60-W-PoE-Ports mit insgesamt 382 W für Access-Points, Kameras und IP-Telefone.##Wie wird der SG550X-48P verwaltet und ist er noch aktuell?||Der SG550X-48P läuft unter dem Cisco-Small-Business-Switch-Betriebssystem (nicht dem Catalyst-Betriebssystem) und wird über Web-UI, SNA, FindIT und CLI verwaltet. Die 550X-Serie ist abgekündigt (End-of-Sale 2021); der SG550X-48P bleibt als Lagerware erhältlich und trägt Cisco Limited Lifetime Warranty."
