Artikelnummer,GTIN,Attributgruppe,Attributname,Attributwert,Sortiernummer,Datentyp (sonst automatisch ermittelt),Attributart
SF550X-24,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
SF550X-24,,Switch,Layer,L3,2,Wertliste,Attribut
SF550X-24,,Switch,Portanzahl,28,3,Wertliste,Attribut
SF550X-24,,Switch,Port-Konfiguration,24× FE-RJ45 + 2× 10G-Combo + 2× 10G-SFP+,4,Wertliste,Attribut
SF550X-24,,Switch,Port-Geschwindigkeit,100M (Uplink 10G),5,Wertliste,Attribut
SF550X-24,,Switch,Uplink-Ports,2× 10G-Combo + 2× 10G-SFP+,6,Wertliste,Attribut
SF550X-24,,Switch,PoE,Nein,7,Wertliste,Attribut
SF550X-24,,Switch,Switching-Kapazität,"84,8 Gbit/s",8,Wertliste,Attribut
SF550X-24,,Switch,Durchsatz,"63,09 Mpps",9,Wertliste,Attribut
SF550X-24,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
SF550X-24,,Switch,Stromversorgung,"Internes Universalnetzteil (100–240 V) + RPS-Anschluss (Cisco RPS2300, externe Stromredundanz)",11,Wertliste,Attribut
SF550X-24,,Switch,Kühlung,"1+1-redundante Smart-Fan-Lüfter (38,3 dB)",12,Wertliste,Attribut
SF550X-24,,Switch,Stacking,"Ja – Echtes Stacking (bis zu 8 Einheiten, 400 Ports; Hybrid-Stack)",13,Wertliste,Attribut
SF550X-24,,Switch,Betriebstemperatur,0 bis 50 °C,14,Wertliste,Attribut
SF550X-24,,Switch,Anwendung,"Anspruchsvolle kleine und mittlere Netze mit redundantem L3-Core/-Aggregation; reine 10G-L3-Aggregation ohne PoE; dynamisches Routing (RIP/VRRP), echtes Stacking bis 8 Einheiten, RPS-Stromredundanz und N+1-Lüfter; managed über Web-UI, Smart Network Application (SNA) und FindIT, ohne Abo-Lizenz",15,Wertliste,Attribut
SF550X-24P,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
SF550X-24P,,Switch,Layer,L3,2,Wertliste,Attribut
SF550X-24P,,Switch,Portanzahl,28,3,Wertliste,Attribut
SF550X-24P,,Switch,Port-Konfiguration,24× FE-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+,4,Wertliste,Attribut
SF550X-24P,,Switch,Port-Geschwindigkeit,100M (Uplink 10G),5,Wertliste,Attribut
SF550X-24P,,Switch,Uplink-Ports,2× 10G-Combo + 2× 10G-SFP+,6,Wertliste,Attribut
SF550X-24P,,Switch,PoE,"Ja – PoE+ (802.3af/at) inkl. 8× 60-W-PoE-Ports, 195 W",7,Wertliste,Attribut
SF550X-24P,,Switch,Switching-Kapazität,"84,8 Gbit/s",8,Wertliste,Attribut
SF550X-24P,,Switch,Durchsatz,"63,09 Mpps",9,Wertliste,Attribut
SF550X-24P,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
SF550X-24P,,Switch,Stromversorgung,"Internes Universalnetzteil (100–240 V) + RPS-Anschluss (Cisco RPS2300, externe Stromredundanz)",11,Wertliste,Attribut
SF550X-24P,,Switch,Kühlung,"2+1-redundante Smart-Fan-Lüfter (41,6 dB)",12,Wertliste,Attribut
SF550X-24P,,Switch,Stacking,"Ja – Echtes Stacking (bis zu 8 Einheiten, 400 Ports; Hybrid-Stack)",13,Wertliste,Attribut
SF550X-24P,,Switch,Betriebstemperatur,0 bis 50 °C,14,Wertliste,Attribut
SF550X-24P,,Switch,Anwendung,"Anspruchsvolle kleine und mittlere Netze mit redundantem L3-Core/-Aggregation; PoE+-Versorgung für Access-Points, Kameras und IP-Telefone; dynamisches Routing (RIP/VRRP), echtes Stacking bis 8 Einheiten, RPS-Stromredundanz und N+1-Lüfter; managed über Web-UI, Smart Network Application (SNA) und FindIT, ohne Abo-Lizenz",15,Wertliste,Attribut
SF550X-24MP,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
SF550X-24MP,,Switch,Layer,L3,2,Wertliste,Attribut
SF550X-24MP,,Switch,Portanzahl,28,3,Wertliste,Attribut
SF550X-24MP,,Switch,Port-Konfiguration,24× FE-RJ45 (PoE+) + 2× 10G-Combo + 2× 10G-SFP+,4,Wertliste,Attribut
SF550X-24MP,,Switch,Port-Geschwindigkeit,100M (Uplink 10G),5,Wertliste,Attribut
SF550X-24MP,,Switch,Uplink-Ports,2× 10G-Combo + 2× 10G-SFP+,6,Wertliste,Attribut
SF550X-24MP,,Switch,PoE,"Ja – PoE+ (802.3af/at) inkl. 8× 60-W-PoE-Ports, 382 W",7,Wertliste,Attribut
SF550X-24MP,,Switch,Switching-Kapazität,"84,8 Gbit/s",8,Wertliste,Attribut
SF550X-24MP,,Switch,Durchsatz,"63,09 Mpps",9,Wertliste,Attribut
SF550X-24MP,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
SF550X-24MP,,Switch,Stromversorgung,"Internes Universalnetzteil (100–240 V) + RPS-Anschluss (Cisco RPS2300, externe Stromredundanz)",11,Wertliste,Attribut
SF550X-24MP,,Switch,Kühlung,"3+1-redundante Smart-Fan-Lüfter (41,2 dB)",12,Wertliste,Attribut
SF550X-24MP,,Switch,Stacking,"Ja – Echtes Stacking (bis zu 8 Einheiten, 400 Ports; Hybrid-Stack)",13,Wertliste,Attribut
SF550X-24MP,,Switch,Betriebstemperatur,0 bis 50 °C,14,Wertliste,Attribut
SF550X-24MP,,Switch,Anwendung,"Anspruchsvolle kleine und mittlere Netze mit redundantem L3-Core/-Aggregation; PoE+-Versorgung für Access-Points, Kameras und IP-Telefone; dynamisches Routing (RIP/VRRP), echtes Stacking bis 8 Einheiten, RPS-Stromredundanz und N+1-Lüfter; managed über Web-UI, Smart Network Application (SNA) und FindIT, ohne Abo-Lizenz",15,Wertliste,Attribut
SF550X-48,,Switch,Switch-Typ,Managed,1,Wertliste,Attribut
SF550X-48,,Switch,Layer,L3,2,Wertliste,Attribut
SF550X-48,,Switch,Portanzahl,52,3,Wertliste,Attribut
SF550X-48,,Switch,Port-Konfiguration,48× FE-RJ45 + 2× 10G-Combo + 2× 10G-SFP+,4,Wertliste,Attribut
SF550X-48,,Switch,Port-Geschwindigkeit,100M (Uplink 10G),5,Wertliste,Attribut
SF550X-48,,Switch,Uplink-Ports,2× 10G-Combo + 2× 10G-SFP+,6,Wertliste,Attribut
SF550X-48,,Switch,PoE,Nein,7,Wertliste,Attribut
SF550X-48,,Switch,Switching-Kapazität,"89,6 Gbit/s",8,Wertliste,Attribut
SF550X-48,,Switch,Durchsatz,"66,66 Mpps",9,Wertliste,Attribut
SF550X-48,,Switch,Bauform,19-Zoll-Rackmontage (1 HE),10,Wertliste,Attribut
